species_id,species_group,species_code,species_name,species_sensitive,species_np,species_type,species_size_min,species_size_max,species_unit,species_category,species_data_quality,species_population,species_conservation,species_isolation,species_global,site_code,year,id_reporte,species_id_type,species_id_unit
10738,B,A230,Merops apiaster,,,r,,,,C,DD,C,B,C,C,ES0000004,2023,135,62,
10922,B,A087,Buteo buteo,,,p,,,,P,DD,C,C,C,C,ES0000302,2023,135,201,
10763,B,A160,Numenius arquata,,,w,240.0,240.0,i,,G,B,B,C,B,ES0000176,2023,135,63,36.0
10887,B,A123,Gallinula chloropus,,,p,,,,P,DD,C,C,C,C,ES0000290,2023,135,201,
10664,B,A138,Charadrius alexandrinus,,,p,,,,P,DD,C,B,C,B,ES0000273,2023,135,201,
10662,B,A205,Pterocles alchata,,,w,150.0,150.0,i,,G,C,B,B,B,ES0000196,2023,135,63,36.0
10896,B,A028,Ardea cinerea,,,w,5.0,,i,,M,C,C,C,C,ES0000376,2023,135,63,36.0
10937,B,A242,Melanocorypha calandra,,,p,,,,P,DD,C,B,C,B,ES0000266,2023,135,201,
10887,B,A123,Gallinula chloropus,,,p,,,,P,DD,C,C,C,C,ES0000300,2023,135,201,
10699,B,A057,Marmaronetta angustirostris,,,r,,2.0,p,,G,D,,,,ES0000451,2023,135,62,34.0
10794,B,A229,Alcedo atthis,,,p,,,,R,DD,C,C,C,B,ES4190009,2023,135,201,
10887,B,A123,Gallinula chloropus,,,p,30.0,147.0,p,,M,C,,C,,ES0000021,2023,135,201,34.0
10649,B,A144,Calidris alba,,,c,,,,R,DD,C,B,C,B,ES0000294,2023,135,202,
10896,B,A028,Ardea cinerea,,,c,501.0,100.0,i,C,G,B,B,C,B,ES0000143,2023,135,202,36.0
10922,B,A087,Buteo buteo,,,p,,,,C,DD,C,B,C,C,ES4130022,2023,135,201,
10794,B,A229,Alcedo atthis,,,w,1.0,5.0,i,,G,C,B,C,C,ES0000197,2023,135,63,36.0
10944,B,A255,Anthus campestris,,,r,,,,V,DD,D,,,,ES0000119,2023,135,62,
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,p,16.0,18.0,p,,M,C,C,C,C,ES0000533,2023,135,201,34.0
10944,B,A255,Anthus campestris,,,r,,,,C,DD,C,C,C,C,ES0000207,2023,135,62,
10944,B,A255,Anthus campestris,,,c,,,,R,DD,D,,,,ES0000014,2023,135,202,
10822,B,A076,Gypaetus barbatus,,,r,2.0,2.0,p,P,G,C,B,C,B,ES0000282,2023,135,62,34.0
10801,B,A132,Recurvirostra avosetta,,,w,9.0,397.0,i,,G,C,B,C,B,ES0000486,2023,135,63,36.0
10750,B,A246,Lullula arborea,,,p,,,,P,DD,C,A,C,B,ES0000011,2023,135,201,
10956,B,A304,Sylvia cantillans ([excluding subalpina]),,,c,,,,C,DD,D,,,,ES0000081,2023,135,202,
10922,B,A087,Buteo buteo,,,p,,,,P,DD,C,C,C,C,ES0000180,2023,135,201,
10763,B,A160,Numenius arquata,,,c,,,,C,DD,C,B,C,C,ES4140036,2023,135,202,
10741,B,A140,Pluvialis apricaria,,,w,251.0,500.0,i,,M,C,C,C,C,ES0000398,2023,135,63,36.0
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,w,6.0,10.0,i,,M,C,C,C,C,ES0000425,2023,135,63,36.0
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,c,1000.0,1000.0,i,C,G,C,B,C,C,ES0000184,2023,135,202,36.0
10888,B,A091,Aquila chrysaetos,,,p,1.0,1.0,p,R,G,C,B,C,C,ES0000250,2023,135,201,34.0
10739,B,A072,Pernis apivorus,,,r,,,,V,DD,C,B,C,C,ES0000192,2023,135,62,
10930,B,A399,Elanus caeruleus,,,p,,,,R,DD,C,B,B,B,ES0000194,2023,135,201,
10786,B,A125,Fulica atra,,,c,112.0,112.0,i,,G,C,C,C,C,ES0000434,2023,135,202,36.0
10734,B,A243,Calandrella brachydactyla,,,r,,,,R,DD,D,,,,ES0000332,2023,135,62,
10786,B,A125,Fulica atra,,,p,,,,R,DD,C,B,C,C,ES0000186,2023,135,201,
10888,B,A091,Aquila chrysaetos,,,c,,,,V,DD,D,,,,ES0000073,2023,135,202,
10664,B,A138,Charadrius alexandrinus,,,w,50.0,,i,,G,C,B,C,B,ES0000486,2023,135,63,36.0
10887,B,A123,Gallinula chloropus,,,p,,,,R,DD,C,B,C,C,ES0000201,2023,135,201,
10734,B,A243,Calandrella brachydactyla,,,r,,,,V,,D,,,,ES0000471,2023,135,62,
10763,B,A160,Numenius arquata,,,c,78.0,100.0,i,C,M,C,B,C,B,ES0000144,2023,135,202,36.0
10887,B,A123,Gallinula chloropus,,,w,,16.0,i,P,G,C,B,C,B,ES0000273,2023,135,63,36.0
10745,B,A118,Rallus aquaticus,,,p,,,,R,DD,C,B,C,C,ES0000217,2023,135,201,
10738,B,A230,Merops apiaster,,,r,181.0,233.0,p,,M,C,,C,,ES0000480,2023,135,62,34.0
10944,B,A255,Anthus campestris,,,r,,,,C,DD,C,C,C,C,ES0000118,2023,135,62,
10937,B,A242,Melanocorypha calandra,,,p,,,,C,DD,D,,,,ES6180017,2023,135,201,
10956,B,A304,Sylvia cantillans ([excluding subalpina]),,,r,7069.0,9449.0,p,,M,C,,C,,ES0000476,2023,135,62,34.0
10750,B,A246,Lullula arborea,,,p,,,,C,DD,C,B,C,C,ES0000358,2023,135,201,
10786,B,A125,Fulica atra,,,r,10.0,50.0,p,,G,D,,,,ES0000467,2023,135,62,34.0
10922,B,A087,Buteo buteo,,,p,,,,C,DD,C,B,C,C,ES0000364,2023,135,201,
10701,B,A043,Anser anser,,,c,,,,R,,D,,,,ES0000486,2023,135,202,
10750,B,A246,Lullula arborea,,,p,,,,R,DD,C,B,C,C,ES0000207,2023,135,201,
10896,B,A028,Ardea cinerea,,,c,,,,R,DD,C,B,C,C,ES0000218,2023,135,202,
10699,B,A057,Marmaronetta angustirostris,,,w,,1.0,i,,G,D,,,,ES0000471,2023,135,63,36.0
10649,B,A144,Calidris alba,,,c,,,,V,DD,C,B,C,C,ES0000191,2023,135,202,
10887,B,A123,Gallinula chloropus,,,p,,,,R,DD,C,B,C,C,ES0000007,2023,135,201,
10794,B,A229,Alcedo atthis,,,r,3.0,4.0,p,,M,C,,C,,ES0000480,2023,135,62,34.0
10750,B,A246,Lullula arborea,,,p,,,,R,DD,D,,,,ES0000119,2023,135,201,
10786,B,A125,Fulica atra,,,r,41.0,78.0,p,,G,D,,,,ES0000470,2023,135,62,34.0
10956,B,A304,Sylvia cantillans ([excluding subalpina]),,,r,,,,C,DD,C,B,C,B,ES0000288,2023,135,62,
10917,B,A215,Bubo bubo,,,p,,,i,P,DD,C,B,C,B,ES0000287,2023,135,201,36.0
10801,B,A132,Recurvirostra avosetta,,,r,,4.0,p,P,G,D,,C,C,ES0000275,2023,135,62,34.0
10701,B,A043,Anser anser,,,w,9812.0,17655.0,i,C,G,B,C,C,A,ES0000216,2023,135,63,36.0
10917,B,A215,Bubo bubo,,,p,31.0,35.0,p,,G,C,B,C,B,ES0000142,2023,135,201,34.0
10738,B,A230,Merops apiaster,,,r,,,,C,DD,C,B,C,C,ES4150005,2023,135,62,
10922,B,A087,Buteo buteo,,,p,,,,P,DD,C,C,C,C,ES0000280,2023,135,201,
10794,B,A229,Alcedo atthis,,,p,,,,R,DD,C,C,C,C,ES0000186,2023,135,201,
10738,B,A230,Merops apiaster,,,r,,,,P,DD,C,B,C,B,ES0000257,2023,135,62,
10701,B,A043,Anser anser,,,c,1.0,1.0,i,,G,C,B,C,C,ES0000327,2023,135,202,36.0
10944,B,A255,Anthus campestris,,,r,,,,C,DD,C,C,C,C,ES0000208,2023,135,62,
10896,B,A028,Ardea cinerea,,,c,,,,P,DD,C,A,C,A,ES0000138,2023,135,202,
10766,B,A298,Acrocephalus arundinaceus,,,r,,,,V,DD,C,B,C,C,ES0000010,2023,135,62,
10801,B,A132,Recurvirostra avosetta,,,r,35.0,321.0,p,,G,B,B,C,B,ES0000484,2023,135,62,34.0
10922,B,A087,Buteo buteo,,,p,,,,P,DD,C,C,C,C,ES0000017,2023,135,201,
10786,B,A125,Fulica atra,,,w,11.0,100.0,i,,G,C,C,C,C,ES0000328,2023,135,63,36.0
10678,B,A149,Calidris alpina,,,c,,,,R,DD,C,B,C,C,ES0000363,2023,135,202,
10896,B,A028,Ardea cinerea,,,w,11.0,50.0,i,,M,C,C,C,C,ES0000427,2023,135,63,36.0
10917,B,A215,Bubo bubo,,,p,,,,P,DD,D,,,,ES0000151,2023,135,201,
10701,B,A043,Anser anser,,,w,11.0,50.0,i,,G,C,C,C,C,ES0000393,2023,135,63,36.0
10937,B,A242,Melanocorypha calandra,,,p,,,,R,DD,D,,,,ES0000142,2023,135,201,
10662,B,A205,Pterocles alchata,,,r,200.0,300.0,i,,G,C,A,C,A,ES0000183,2023,135,62,36.0
10766,B,A298,Acrocephalus arundinaceus,,,r,501.0,1000.0,i,,M,C,B,C,C,ES0000356,2023,135,62,36.0
10794,B,A229,Alcedo atthis,,,c,,,,V,DD,D,,,,ES0000365,2023,135,202,
10956,B,A304,Sylvia cantillans ([excluding subalpina]),,,r,,,,C,DD,C,B,C,C,ES0000365,2023,135,62,
10738,B,A230,Merops apiaster,,,r,251.0,500.0,i,,M,C,C,C,C,ES0000421,2023,135,62,36.0
10956,B,A304,Sylvia cantillans ([excluding subalpina]),,,r,,,,C,DD,C,B,C,B,ES0000299,2023,135,62,
10930,B,A399,Elanus caeruleus,,,p,6.0,10.0,p,,M,C,C,C,C,ES0000014,2023,135,201,34.0
10741,B,A140,Pluvialis apricaria,,,c,,,,V,DD,D,,,,ES0000206,2023,135,202,
10678,B,A149,Calidris alpina,,,c,,,,C,DD,C,B,C,B,ES0000294,2023,135,202,
10786,B,A125,Fulica atra,,,w,7.0,39.0,i,,G,D,,,,ES0000451,2023,135,63,36.0
10750,B,A246,Lullula arborea,,,p,,,,R,DD,C,B,C,C,ES0000217,2023,135,201,
10922,B,A087,Buteo buteo,,,w,,,,R,DD,C,B,B,C,ES0000268,2023,135,63,
10794,B,A229,Alcedo atthis,,,p,,,,P,DD,,,,,ES0000315,2023,135,201,
10734,B,A243,Calandrella brachydactyla,,,r,,,,C,DD,C,C,C,A,ES0000203,2023,135,62,
10734,B,A243,Calandrella brachydactyla,,,p,,,,R,DD,D,,,,ES0000014,2023,135,201,
10922,B,A087,Buteo buteo,,,p,,,,R,DD,C,C,C,C,ES0000183,2023,135,201,
10937,B,A242,Melanocorypha calandra,,,p,,,i,C,DD,C,A,C,A,ES0000290,2023,135,201,36.0
10822,B,A076,Gypaetus barbatus,,,p,1.0,1.0,p,,G,C,B,C,B,ES0000482,2023,135,201,34.0
10649,B,A144,Calidris alba,,,w,11.0,50.0,i,,G,C,B,C,B,ES0000260,2023,135,63,36.0
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,r,228.0,228.0,p,,G,C,C,C,C,ES0000397,2023,135,62,34.0
10763,B,A160,Numenius arquata,,,w,,3.0,i,,G,D,,,,ES0000450,2023,135,63,36.0
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,c,100.0,150.0,i,,M,C,B,C,C,ES0000119,2023,135,202,36.0
10822,B,A076,Gypaetus barbatus,,,p,1.0,2.0,p,,G,C,B,C,B,ES0000481,2023,135,201,34.0
10763,B,A160,Numenius arquata,,,c,1001.0,10000.0,i,P,G,A,B,C,B,ES0000143,2023,135,202,36.0
10739,B,A072,Pernis apivorus,,,c,,,,P,DD,C,A,C,A,ES0000279,2023,135,202,
10741,B,A140,Pluvialis apricaria,,,w,,1.0,i,,G,D,,,,ES0000467,2023,135,63,36.0
10738,B,A230,Merops apiaster,,,r,,,,R,DD,C,B,C,C,ES0000217,2023,135,62,
10739,B,A072,Pernis apivorus,,,r,,,,P,DD,C,B,C,C,ES0000248,2023,135,62,
10896,B,A028,Ardea cinerea,,,w,12.0,12.0,i,C,G,C,B,C,C,ES0000252,2023,135,63,36.0
10741,B,A140,Pluvialis apricaria,,,w,200.0,200.0,i,P,M,C,B,C,B,ES6130017,2023,135,63,36.0
10733,B,A335,Certhia brachydactyla,,,c,,,,R,DD,D,,,,ES0000324,2023,135,202,
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,r,51.0,100.0,p,,P,C,B,C,B,ES0000438,2023,135,62,34.0
10738,B,A230,Merops apiaster,,,r,,,,C,DD,C,B,C,C,ES0000359,2023,135,62,
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,w,3.0,4.0,i,,G,C,C,C,C,ES0000421,2023,135,63,36.0
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,r,34.0,34.0,p,C,G,C,B,C,C,ES0000208,2023,135,62,34.0
10766,B,A298,Acrocephalus arundinaceus,,,r,,,,P,DD,C,A,C,A,ES0000537,2023,135,62,
10917,B,A215,Bubo bubo,,,p,5.0,10.0,p,P,G,C,B,C,B,ES6130017,2023,135,201,34.0
10944,B,A255,Anthus campestris,,,r,,,,P,,D,,,,ES0000465,2023,135,62,
10745,B,A118,Rallus aquaticus,,,p,,,,R,DD,C,B,C,C,ES0000207,2023,135,201,
10894,B,A264,Cinclus cinclus,,,p,,,,P,DD,C,B,C,C,ES0000279,2023,135,201,
10888,B,A091,Aquila chrysaetos,,,p,3.0,4.0,p,,G,C,A,C,A,ES0000279,2023,135,201,34.0
10750,B,A246,Lullula arborea,,,p,,,,P,DD,C,B,C,B,ES0000170,2023,135,201,
10956,B,A304,Sylvia cantillans ([excluding subalpina]),,,r,2152.0,2877.0,p,,M,C,,C,,ES0000478,2023,135,62,34.0
10786,B,A125,Fulica atra,,,p,,,,P,DD,C,C,C,C,ES0000298,2023,135,201,
10664,B,A138,Charadrius alexandrinus,,,r,12.0,230.0,p,,G,B,B,C,B,ES0000486,2023,135,62,34.0
10750,B,A246,Lullula arborea,,,p,,,,C,DD,C,B,C,B,ES0000376,2023,135,201,
10763,B,A160,Numenius arquata,,,w,,16.0,i,,G,D,,,,ES0000471,2023,135,63,36.0
10896,B,A028,Ardea cinerea,,,r,51.0,100.0,p,,G,C,B,C,B,ES0000071,2023,135,62,34.0
10662,B,A205,Pterocles alchata,,,p,,,,P,DD,D,,,,ES0000171,2023,135,201,
10750,B,A246,Lullula arborea,,,p,,,i,P,DD,C,B,C,C,ES0000290,2023,135,201,36.0
10887,B,A123,Gallinula chloropus,,,p,,,,P,DD,C,C,C,C,ES0000299,2023,135,201,
10801,B,A132,Recurvirostra avosetta,,,c,,,,P,DD,C,B,C,B,ES0000243,2023,135,202,
10678,B,A149,Calidris alpina,,,c,11.0,50.0,i,,G,C,C,C,C,ES0000410,2023,135,202,36.0
10944,B,A255,Anthus campestris,,,r,,,i,P,DD,C,B,C,B,ES0000304,2023,135,62,36.0
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,r,,,,R,DD,C,B,C,C,ES4130022,2023,135,62,
10801,B,A132,Recurvirostra avosetta,,,r,,4.0,p,P,G,C,B,C,B,ES0000273,2023,135,62,34.0
10944,B,A255,Anthus campestris,,,r,,,i,P,DD,C,B,C,B,ES0000292,2023,135,62,36.0
10794,B,A229,Alcedo atthis,,,p,,,,P,DD,C,B,C,C,ES0000253,2023,135,201,
10930,B,A399,Elanus caeruleus,,,c,,,,V,DD,D,,,,ES4160048,2023,135,202,
10794,B,A229,Alcedo atthis,,,p,11.0,50.0,i,,M,C,C,C,C,ES0000326,2023,135,201,36.0
10930,B,A399,Elanus caeruleus,,,p,,,,R,DD,C,B,B,C,ES0000358,2023,135,201,
10922,B,A087,Buteo buteo,,,p,,,,P,DD,C,C,C,C,ES0000304,2023,135,201,
10745,B,A118,Rallus aquaticus,,,p,,,,R,DD,C,B,C,C,ES0000203,2023,135,201,
10662,B,A205,Pterocles alchata,,,p,,,,P,DD,D,,,,ES0000399,2023,135,201,
10930,B,A399,Elanus caeruleus,,,p,,,,V,DD,D,,,,ES0000217,2023,135,201,
10922,B,A087,Buteo buteo,,,p,5.0,9.0,p,,G,C,B,B,C,ES0000269,2023,135,201,34.0
10794,B,A229,Alcedo atthis,,,p,,,i,P,DD,C,B,C,B,ES0000306,2023,135,201,36.0
10766,B,A298,Acrocephalus arundinaceus,,,c,,,,C,DD,C,B,C,B,ES0000298,2023,135,202,
10750,B,A246,Lullula arborea,,,c,,,,R,DD,C,B,C,C,ES0000144,2023,135,202,
10741,B,A140,Pluvialis apricaria,,,c,,,,R,DD,C,B,C,C,ES0000191,2023,135,202,
10678,B,A149,Calidris alpina,,,w,,,,C,DD,D,,,,ES6180017,2023,135,63,
10750,B,A246,Lullula arborea,,,p,3500.0,3500.0,i,,M,C,C,C,C,ES0000355,2023,135,201,36.0
10917,B,A215,Bubo bubo,,,p,,,,P,DD,C,B,C,B,ES0000180,2023,135,201,
10786,B,A125,Fulica atra,,,r,16.0,16.0,i,,G,C,C,C,C,ES0000418,2023,135,62,36.0
10794,B,A229,Alcedo atthis,,,w,,,,P,DD,C,B,C,B,ES0000260,2023,135,63,
10733,B,A335,Certhia brachydactyla,,,p,,,,P,DD,C,B,C,B,ES0000138,2023,135,201,
10699,B,A057,Marmaronetta angustirostris,,,c,1.0,5.0,i,P,P,B,B,C,B,ES0000537,2023,135,202,36.0
10917,B,A215,Bubo bubo,,,p,,,,C,DD,C,B,C,C,ES4150039,2023,135,201,
10766,B,A298,Acrocephalus arundinaceus,,,r,,,,C,DD,C,B,C,C,ES0000004,2023,135,62,
10896,B,A028,Ardea cinerea,,,w,5.0,13.0,i,,G,C,B,C,C,ES0000325,2023,135,63,36.0
10664,B,A138,Charadrius alexandrinus,,,r,3.0,16.0,p,,G,D,,,,ES0000467,2023,135,62,34.0
10733,B,A335,Certhia brachydactyla,,,p,,,,P,DD,C,B,C,B,ES0000283,2023,135,201,
10678,B,A149,Calidris alpina,,,c,,,,C,DD,C,B,C,C,ES0000216,2023,135,202,
10956,B,A304,Sylvia cantillans ([excluding subalpina]),,,r,,,,C,DD,C,B,C,C,ES0000358,2023,135,62,
10917,B,A215,Bubo bubo,,,p,,,,P,DD,C,B,C,C,ES0000437,2023,135,201,
10944,B,A255,Anthus campestris,,,r,,,,C,DD,C,C,C,C,ES4160008,2023,135,62,
10766,B,A298,Acrocephalus arundinaceus,,,r,,,,R,DD,C,B,C,C,ES0000203,2023,135,62,
10896,B,A028,Ardea cinerea,,,w,52.0,52.0,i,,G,C,B,C,B,ES0000086,2023,135,63,36.0
10794,B,A229,Alcedo atthis,,,p,11.0,50.0,p,,M,C,C,C,C,ES0000071,2023,135,201,34.0
10739,B,A072,Pernis apivorus,,,r,,,,P,DD,C,B,C,C,ES0000251,2023,135,62,
10930,B,A399,Elanus caeruleus,,,p,1.0,1.0,i,,P,C,C,C,C,ES0000324,2023,135,201,36.0
10896,B,A028,Ardea cinerea,,,w,1.0,14.0,i,,G,C,B,C,B,ES0000290,2023,135,63,36.0
10822,B,A076,Gypaetus barbatus,,,r,,,p,,G,C,A,A,C,ES0000244,2023,135,62,34.0
10664,B,A138,Charadrius alexandrinus,,,pd,,,,,,,,,,ES0000345,2023,135,204,
10896,B,A028,Ardea cinerea,,,c,,,,C,DD,D,,,,ES0000038,2023,135,202,
10738,B,A230,Merops apiaster,,,r,,,,R,DD,C,B,C,C,ES4130022,2023,135,62,
10896,B,A028,Ardea cinerea,,,w,10.0,36.0,i,,G,D,,,,ES0000484,2023,135,63,36.0
10944,B,A255,Anthus campestris,,,r,,,,C,DD,C,C,C,C,ES0000216,2023,135,62,
10917,B,A215,Bubo bubo,,,p,,,i,P,DD,C,B,C,B,ES0000285,2023,135,201,36.0
10896,B,A028,Ardea cinerea,,,w,,,,R,DD,,,,,ES0000318,2023,135,63,
10896,B,A028,Ardea cinerea,,,c,5.0,10.0,i,,G,C,C,C,C,ES0000333,2023,135,202,36.0
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,w,871.0,871.0,i,,G,C,B,C,C,ES0000409,2023,135,63,36.0
10734,B,A243,Calandrella brachydactyla,,,r,488.0,1576.0,p,,M,C,,,,ES0000543,2023,135,62,34.0
10750,B,A246,Lullula arborea,,,p,,,,P,,D,,,,ES0000460,2023,135,201,
10888,B,A091,Aquila chrysaetos,,,p,7.0,7.0,p,,G,C,C,C,B,ES0000300,2023,135,201,34.0
10734,B,A243,Calandrella brachydactyla,,,r,,,,P,DD,C,B,C,B,ES0000195,2023,135,62,
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,r,,,,R,DD,D,,,,ES0000272,2023,135,62,
10894,B,A264,Cinclus cinclus,,,p,,,,P,DD,C,C,C,C,ES0000287,2023,135,201,
10786,B,A125,Fulica atra,,,w,,,,V,DD,D,,,,ES0000144,2023,135,63,
10738,B,A230,Merops apiaster,,,r,,,,P,DD,C,B,C,B,ES0000307,2023,135,62,
10894,B,A264,Cinclus cinclus,,,p,,,,C,DD,C,C,C,C,ES0000193,2023,135,201,
10937,B,A242,Melanocorypha calandra,,,r,,,,P,,D,,,,ES0000484,2023,135,62,
10896,B,A028,Ardea cinerea,,,p,14.0,14.0,p,C,G,C,B,C,C,ES0000206,2023,135,201,34.0
10922,B,A087,Buteo buteo,,,np,,,,P,,,,,,ES0000407,2023,135,203,
10896,B,A028,Ardea cinerea,,,w,6.0,42.0,i,,G,C,C,C,C,ES0000397,2023,135,63,36.0
10794,B,A229,Alcedo atthis,,,p,,,,P,DD,C,B,C,B,ES0000170,2023,135,201,
10956,B,A304,Sylvia cantillans ([excluding subalpina]),,,r,,,,C,DD,C,B,C,C,ES0000247,2023,135,62,
10922,B,A087,Buteo buteo,,,c,,,,P,DD,D,,,,ES0000536,2023,135,202,
10888,B,A091,Aquila chrysaetos,,,p,9.0,9.0,p,C,G,C,B,C,B,ES4120036,2023,135,201,34.0
10922,B,A087,Buteo buteo,,,p,,,,C,DD,C,B,C,C,ES4120012,2023,135,201,
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,r,154.0,154.0,p,C,G,C,B,C,C,ES4160048,2023,135,62,34.0
10888,B,A091,Aquila chrysaetos,,,p,11.0,11.0,p,,G,C,A,C,A,ES0000015,2023,135,201,34.0
10888,B,A091,Aquila chrysaetos,,,p,1.0,1.0,p,R,G,C,B,C,C,ES0000188,2023,135,201,34.0
10738,B,A230,Merops apiaster,,,r,,,,C,DD,C,B,C,C,ES0000189,2023,135,62,
10734,B,A243,Calandrella brachydactyla,,,p,,,,P,DD,C,B,C,B,ES0000263,2023,135,201,
10739,B,A072,Pernis apivorus,,,r,,,,R,DD,C,B,C,C,ES0000186,2023,135,62,
10822,B,A076,Gypaetus barbatus,,,c,1.0,1.0,i,,G,C,B,C,C,ES0000259,2023,135,202,36.0
10734,B,A243,Calandrella brachydactyla,,,r,,,,R,DD,D,,,,ES0000334,2023,135,62,
10917,B,A215,Bubo bubo,,,p,,,,C,DD,C,B,C,C,ES4150087,2023,135,201,
10766,B,A298,Acrocephalus arundinaceus,,,r,11.0,50.0,i,,M,C,B,C,C,ES0000325,2023,135,62,36.0
10766,B,A298,Acrocephalus arundinaceus,,,r,,,,C,DD,C,B,C,C,ES0000209,2023,135,62,
10896,B,A028,Ardea cinerea,,,r,29.0,29.0,p,,G,C,B,C,B,ES0000334,2023,135,62,34.0
10739,B,A072,Pernis apivorus,,,c,,,,P,DD,C,A,C,A,ES0000017,2023,135,202,
10888,B,A091,Aquila chrysaetos,,,p,1.0,1.0,p,,G,C,C,C,C,ES0000071,2023,135,201,34.0
10887,B,A123,Gallinula chloropus,,,p,1.0,150.0,i,,M,C,A,C,A,ES0000268,2023,135,201,36.0
10734,B,A243,Calandrella brachydactyla,,,r,,,i,C,DD,C,A,C,A,ES0000302,2023,135,62,36.0
10786,B,A125,Fulica atra,,,r,1.0,1.0,i,,G,C,C,C,C,ES0000416,2023,135,62,36.0
10739,B,A072,Pernis apivorus,,,c,,,,P,DD,D,,,,ES0000553,2023,135,202,
10741,B,A140,Pluvialis apricaria,,,w,11.0,50.0,i,,M,C,C,C,C,ES0000368,2023,135,63,36.0
10664,B,A138,Charadrius alexandrinus,,,r,,2.0,p,V,G,C,C,A,C,ES0000004,2023,135,62,34.0
10786,B,A125,Fulica atra,,,p,,,,C,DD,C,C,C,C,ES0000359,2023,135,201,
10741,B,A140,Pluvialis apricaria,,,c,,,,V,DD,D,,,,ES0000190,2023,135,202,
10887,B,A123,Gallinula chloropus,,,c,1001.0,10000.0,i,P,G,B,A,C,A,ES0000143,2023,135,202,36.0
10662,B,A205,Pterocles alchata,,,w,200.0,300.0,i,,G,B,A,C,A,ES0000181,2023,135,63,36.0
10887,B,A123,Gallinula chloropus,,,p,,,,R,DD,C,B,C,C,ES0000357,2023,135,201,
10678,B,A149,Calidris alpina,,,w,30.0,649.0,i,,G,D,,,,ES0000486,2023,135,63,36.0
10750,B,A246,Lullula arborea,,,p,178.0,208.0,p,,M,C,,C,,ES0000479,2023,135,201,34.0
10794,B,A229,Alcedo atthis,,,c,,,,P,DD,C,B,C,B,ES0000243,2023,135,202,
10734,B,A243,Calandrella brachydactyla,,,r,,,,C,DD,D,,,,ES0000275,2023,135,62,
10930,B,A399,Elanus caeruleus,,,r,12.0,,p,P,G,C,B,C,C,ES6130017,2023,135,62,34.0
10888,B,A091,Aquila chrysaetos,,,p,4.0,4.0,p,,G,C,B,C,B,ES0000181,2023,135,201,34.0
10649,B,A144,Calidris alba,,,w,20.0,20.0,i,,G,C,B,C,B,ES0000313,2023,135,63,36.0
10896,B,A028,Ardea cinerea,,,w,1.0,5.0,i,,G,C,C,C,C,ES0000408,2023,135,63,36.0
10734,B,A243,Calandrella brachydactyla,,,r,,,i,C,DD,C,B,C,B,ES0000305,2023,135,62,36.0
10734,B,A243,Calandrella brachydactyla,,,r,,,,P,DD,C,B,C,B,ES0000265,2023,135,62,
10922,B,A087,Buteo buteo,,,p,,,,C,DD,C,B,C,C,ES4190009,2023,135,201,
10917,B,A215,Bubo bubo,,,r,1.0,1.0,p,,G,C,C,C,C,ES0000399,2023,135,62,34.0
10649,B,A144,Calidris alba,,,w,40.0,40.0,i,,G,B,B,C,B,ES0000176,2023,135,63,36.0
10794,B,A229,Alcedo atthis,,,p,,,,R,DD,C,C,C,C,ES0000359,2023,135,201,
10937,B,A242,Melanocorypha calandra,,,p,1001.0,10000.0,i,,M,C,C,C,B,ES0000333,2023,135,201,36.0
10956,B,A304,Sylvia cantillans ([excluding subalpina]),,,r,,,,C,DD,C,B,C,C,ES0000357,2023,135,62,
10937,B,A242,Melanocorypha calandra,,,p,101.0,250.0,i,,M,C,C,C,C,ES0000421,2023,135,201,36.0
10937,B,A242,Melanocorypha calandra,,,p,,,i,P,DD,C,C,C,C,ES0000306,2023,135,201,36.0
10944,B,A255,Anthus campestris,,,w,,,,R,DD,D,,,,ES0000272,2023,135,63,
