species_id,species_group,species_code,species_name,species_sensitive,species_np,species_type,species_size_min,species_size_max,species_unit,species_category,species_data_quality,species_population,species_conservation,species_isolation,species_global,site_code,year,id_reporte,species_id_type,species_id_unit
10944,B,A255,Anthus campestris,,,r,,,,C,DD,C,B,C,B,ES0000449,2023,135,62,
10896,B,A028,Ardea cinerea,,,p,,,,C,DD,C,B,C,C,ES0000247,2023,135,201,
10786,B,A125,Fulica atra,,,w,400.0,900.0,i,C,G,D,,,,ES0000038,2023,135,63,36.0
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,w,,5.0,i,,G,D,,,,ES0000487,2023,135,63,36.0
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,r,16.0,18.0,p,,G,C,B,C,B,ES0000533,2023,135,62,34.0
10745,B,A118,Rallus aquaticus,,,r,,,,P,DD,C,B,C,B,ES0000260,2023,135,62,
10741,B,A140,Pluvialis apricaria,,,w,1001.0,10000.0,i,,M,C,B,C,B,ES0000071,2023,135,63,36.0
10678,B,A149,Calidris alpina,,,c,,,,R,DD,D,,,,ES6180017,2023,135,202,
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,r,8.0,8.0,p,C,G,C,B,C,C,ES0000207,2023,135,62,34.0
10662,B,A205,Pterocles alchata,,,w,92.0,92.0,i,,P,C,B,B,B,ES0000154,2023,135,63,36.0
10894,B,A264,Cinclus cinclus,,,p,,,,R,DD,C,B,C,C,ES4150087,2023,135,201,
10794,B,A229,Alcedo atthis,,,p,,,,P,,D,,,,ES0000457,2023,135,201,
10734,B,A243,Calandrella brachydactyla,,,r,,,,P,DD,C,A,C,B,ES0000264,2023,135,62,
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,r,16.0,16.0,p,C,G,C,B,C,C,ES0000209,2023,135,62,34.0
10801,B,A132,Recurvirostra avosetta,,,r,1.0,1.0,p,,G,D,B,C,B,ES0000450,2023,135,62,34.0
10678,B,A149,Calidris alpina,,,w,600.0,,i,,M,C,B,C,B,ES0000176,2023,135,63,36.0
10794,B,A229,Alcedo atthis,,,p,,,,P,,D,,,,ES0000470,2023,135,201,
10794,B,A229,Alcedo atthis,,,p,,,,P,DD,D,,,,ES0000373,2023,135,201,
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,w,8.0,8.0,i,,G,C,C,C,C,ES0000413,2023,135,63,36.0
10739,B,A072,Pernis apivorus,,,c,,,,P,DD,C,B,C,B,ES0000138,2023,135,202,
10937,B,A242,Melanocorypha calandra,,,r,,,,P,DD,C,B,C,B,ES0000260,2023,135,62,
10822,B,A076,Gypaetus barbatus,,,r,6.0,7.0,p,P,G,B,B,C,B,ES0000137,2023,135,62,34.0
10794,B,A229,Alcedo atthis,,,p,,,,C,DD,D,,,,ES0000415,2023,135,201,
10734,B,A243,Calandrella brachydactyla,,,w,,,,C,DD,D,,,,ES6180017,2023,135,63,
10739,B,A072,Pernis apivorus,,,r,,,,R,DD,C,B,C,C,ES0000202,2023,135,62,
10786,B,A125,Fulica atra,,,r,11.0,40.0,p,,G,D,,,,ES0000450,2023,135,62,34.0
10794,B,A229,Alcedo atthis,,,p,,,i,R,DD,C,B,C,B,ES0000297,2023,135,201,36.0
10888,B,A091,Aquila chrysaetos,,,p,1.0,1.0,p,,G,C,C,C,C,ES0000371,2023,135,201,34.0
10887,B,A123,Gallinula chloropus,,,w,373.0,,i,C,G,C,B,C,B,ES0000119,2023,135,63,36.0
10739,B,A072,Pernis apivorus,,,c,,,,P,DD,D,,,,ES0000383,2023,135,202,
10944,B,A255,Anthus campestris,,,r,,,,P,DD,D,,,,ES0000482,2023,135,62,
10894,B,A264,Cinclus cinclus,,,p,,,,P,DD,C,B,C,B,ES0000374,2023,135,201,
10944,B,A255,Anthus campestris,,,r,,,,P,,D,,,,ES0000460,2023,135,62,
10786,B,A125,Fulica atra,,,p,,,,C,DD,C,B,C,C,ES0000194,2023,135,201,
10750,B,A246,Lullula arborea,,,p,,,i,P,DD,C,B,C,B,ES0000308,2023,135,201,36.0
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,w,,,,C,DD,D,,,,ES0000426,2023,135,63,
10917,B,A215,Bubo bubo,,,p,,,,R,DD,C,B,C,C,ES0000357,2023,135,201,
10750,B,A246,Lullula arborea,,,p,10000.0,15000.0,i,,M,C,C,C,C,ES0000368,2023,135,201,36.0
10766,B,A298,Acrocephalus arundinaceus,,,r,,,,C,DD,C,B,C,C,ES0000207,2023,135,62,
10822,B,A076,Gypaetus barbatus,,,p,,,,P,DD,C,B,C,C,ES0000288,2023,135,201,
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,r,129.0,129.0,p,,G,C,C,C,C,ES0000400,2023,135,62,34.0
10678,B,A149,Calidris alpina,,,c,,,,R,DD,C,B,C,C,ES0000197,2023,135,202,
10723,B,A422,Columba bollii,,,pd,,,,,,,,,,ES0000104,2023,135,204,
10922,B,A087,Buteo buteo,,,r,,,,P,DD,C,B,C,B,ES0000435,2023,135,62,
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,r,28.0,38.0,p,,P,C,C,C,C,ES0000434,2023,135,62,34.0
10734,B,A243,Calandrella brachydactyla,,,r,,,,P,,D,,,,ES0000460,2023,135,62,
10894,B,A264,Cinclus cinclus,,,p,,,,R,DD,C,B,C,C,ES0000187,2023,135,201,
10896,B,A028,Ardea cinerea,,,p,5.0,5.0,p,R,G,C,B,C,C,ES0000202,2023,135,201,34.0
10701,B,A043,Anser anser,,,c,,,,R,,D,,,,ES0000450,2023,135,202,
10917,B,A215,Bubo bubo,,,p,4.0,4.0,p,,P,C,B,C,B,ES0000299,2023,135,201,34.0
10896,B,A028,Ardea cinerea,,,w,9.0,54.0,i,,G,D,,,,ES0000468,2023,135,63,36.0
10801,B,A132,Recurvirostra avosetta,,,w,,79.0,i,P,G,C,C,C,C,ES6180017,2023,135,63,36.0
10741,B,A140,Pluvialis apricaria,,,w,25.0,,i,,M,C,B,C,B,ES0000085,2023,135,63,36.0
10937,B,A242,Melanocorypha calandra,,,p,,,,P,DD,C,B,C,B,ES0000267,2023,135,201,
10750,B,A246,Lullula arborea,,,r,,,,P,,D,,,,ES0000474,2023,135,62,
10896,B,A028,Ardea cinerea,,,w,4.0,17.0,i,,G,C,B,C,C,ES0000071,2023,135,63,36.0
10917,B,A215,Bubo bubo,,,p,,,,P,DD,D,,,,ES0000483,2023,135,201,
10678,B,A149,Calidris alpina,,,c,,,,P,DD,C,C,C,C,ES0000537,2023,135,202,
10930,B,A399,Elanus caeruleus,,,p,,,,R,DD,C,B,B,B,ES0000208,2023,135,201,
10917,B,A215,Bubo bubo,,,p,3.0,5.0,p,,M,C,B,C,B,ES0000181,2023,135,201,34.0
10917,B,A215,Bubo bubo,,,p,2.0,2.0,p,,M,C,B,C,B,ES0000460,2023,135,201,34.0
10766,B,A298,Acrocephalus arundinaceus,,,r,8.0,19.0,p,,M,C,,C,,ES0000477,2023,135,62,34.0
10699,B,A057,Marmaronetta angustirostris,,,r,5.0,27.0,p,,G,A,B,C,B,ES0000486,2023,135,62,34.0
10956,B,A304,Sylvia cantillans ([excluding subalpina]),,,r,,,,C,DD,C,B,C,C,ES4110086,2023,135,62,
10917,B,A215,Bubo bubo,,,p,10.0,12.0,p,,M,C,B,C,B,ES0000119,2023,135,201,34.0
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,r,36.0,36.0,p,C,G,C,B,C,C,ES0000358,2023,135,62,34.0
10662,B,A205,Pterocles alchata,,,p,75.0,90.0,i,,G,B,A,C,A,ES0000181,2023,135,201,36.0
10930,B,A399,Elanus caeruleus,,,c,,,,V,DD,D,,,,ES4130024,2023,135,202,
10794,B,A229,Alcedo atthis,,,p,,,,R,DD,C,C,C,B,ES0000007,2023,135,201,
10896,B,A028,Ardea cinerea,,,w,17.0,37.0,i,,G,C,C,C,C,ES0000330,2023,135,63,36.0
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,r,,,,C,DD,C,B,C,C,ES0000220,2023,135,62,
10896,B,A028,Ardea cinerea,,,np,,,,P,,,,,,ES0000355,2023,135,203,
10741,B,A140,Pluvialis apricaria,,,w,,1900.0,i,,M,B,B,C,B,ES0000296,2023,135,63,36.0
10734,B,A243,Calandrella brachydactyla,,,r,,,i,C,DD,C,B,C,B,ES0000304,2023,135,62,36.0
10888,B,A091,Aquila chrysaetos,,,p,5.0,5.0,p,,G,C,B,C,A,ES0000295,2023,135,201,34.0
10664,B,A138,Charadrius alexandrinus,,,pd,,,,,,,,,,ES0000039,2023,135,204,
10956,B,A304,Sylvia cantillans ([excluding subalpina]),,,r,,,,C,DD,C,B,C,C,ES4150006,2023,135,62,
10888,B,A091,Aquila chrysaetos,,,p,1.0,1.0,p,,G,C,B,C,B,ES0000482,2023,135,201,34.0
10888,B,A091,Aquila chrysaetos,,,p,3.0,3.0,p,C,G,C,B,C,B,ES4150005,2023,135,201,34.0
10701,B,A043,Anser anser,,,w,7855.0,17264.0,i,C,G,B,C,C,A,ES4140036,2023,135,63,36.0
10917,B,A215,Bubo bubo,,,p,1.0,1.0,p,,G,C,A,C,B,ES0000259,2023,135,201,34.0
10887,B,A123,Gallinula chloropus,,,w,11.0,50.0,i,,M,C,C,C,C,ES0000327,2023,135,63,36.0
10896,B,A028,Ardea cinerea,,,p,10.0,10.0,p,C,DD,C,B,C,C,ES4160008,2023,135,201,34.0
10678,B,A149,Calidris alpina,,,w,1.0,5.0,i,,G,C,B,C,C,ES0000327,2023,135,63,36.0
10801,B,A132,Recurvirostra avosetta,,,c,,,i,P,DD,D,,,,ES0000290,2023,135,202,36.0
10930,B,A399,Elanus caeruleus,,,r,1.0,5.0,p,,G,C,B,C,B,ES0000400,2023,135,62,34.0
10745,B,A118,Rallus aquaticus,,,p,,,,R,DD,C,B,C,C,ES0000193,2023,135,201,
10745,B,A118,Rallus aquaticus,,,p,,,,R,DD,C,B,C,C,ES0000357,2023,135,201,
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,c,11.0,50.0,i,,G,C,C,C,C,ES0000418,2023,135,202,36.0
10763,B,A160,Numenius arquata,,,w,,,,V,DD,D,,,,ES0000038,2023,135,63,
10917,B,A215,Bubo bubo,,,p,,,,C,,D,,,,ES0000464,2023,135,201,
10750,B,A246,Lullula arborea,,,p,,,,C,DD,C,B,C,C,ES0000189,2023,135,201,
10701,B,A043,Anser anser,,,w,186.0,180.0,i,,G,C,C,C,C,ES0000326,2023,135,63,36.0
10786,B,A125,Fulica atra,,,r,9.0,9.0,i,,G,C,C,C,C,ES0000395,2023,135,62,36.0
10944,B,A255,Anthus campestris,,,r,,,,P,DD,C,B,C,B,ES0000262,2023,135,62,
10888,B,A091,Aquila chrysaetos,,,p,2.0,2.0,p,C,G,C,B,C,C,ES4170013,2023,135,201,34.0
10794,B,A229,Alcedo atthis,,1.0,w,,,,,,,,,,ES0000021,2023,135,63,
10734,B,A243,Calandrella brachydactyla,,,r,,,,C,DD,C,B,C,B,ES0000157,2023,135,62,
10917,B,A215,Bubo bubo,,,p,,,,R,DD,C,B,C,C,ES0000360,2023,135,201,
10944,B,A255,Anthus campestris,,,r,,,,C,DD,C,C,C,C,ES0000186,2023,135,62,
10944,B,A255,Anthus campestris,,,r,,,,C,DD,C,C,C,C,ES0000360,2023,135,62,
10662,B,A205,Pterocles alchata,,,p,,,,P,DD,D,,,,ES0000325,2023,135,201,
10678,B,A149,Calidris alpina,,,c,4.0,20.0,i,,G,C,C,C,C,ES0000398,2023,135,202,36.0
10750,B,A246,Lullula arborea,,,p,,,,C,DD,C,B,C,C,ES0000187,2023,135,201,
10733,B,A335,Certhia brachydactyla,,,c,,,,R,DD,D,,,,ES0000356,2023,135,202,
10750,B,A246,Lullula arborea,,,p,,,i,P,DD,C,B,C,B,ES0000302,2023,135,201,36.0
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,r,30.0,35.0,p,,M,C,C,C,C,ES0000327,2023,135,62,34.0
10739,B,A072,Pernis apivorus,,,r,,,i,P,DD,C,C,C,C,ES0000287,2023,135,62,36.0
10750,B,A246,Lullula arborea,,,p,,,,P,DD,C,B,C,C,ES0000437,2023,135,201,
10662,B,A205,Pterocles alchata,,,p,10.0,15.0,p,R,M,C,C,B,A,ES0000204,2023,135,201,34.0
10937,B,A242,Melanocorypha calandra,,,p,,,,R,DD,C,C,B,C,ES4120036,2023,135,201,
10750,B,A246,Lullula arborea,,,p,,,,C,DD,C,B,C,B,ES0000012,2023,135,201,
10896,B,A028,Ardea cinerea,,,w,1.0,5.0,i,P,P,C,A,C,A,ES0000537,2023,135,63,36.0
10763,B,A160,Numenius arquata,,,c,,,,R,,D,,,,ES0000470,2023,135,202,
10766,B,A298,Acrocephalus arundinaceus,,,r,11.0,50.0,p,,M,C,C,C,C,ES0000328,2023,135,62,34.0
10750,B,A246,Lullula arborea,,,p,,,,C,DD,C,B,C,C,ES0000204,2023,135,201,
10786,B,A125,Fulica atra,,,w,,,,P,DD,C,B,C,B,ES0000195,2023,135,63,
10794,B,A229,Alcedo atthis,,,w,,,,R,DD,C,B,C,C,ES0000144,2023,135,63,
10944,B,A255,Anthus campestris,,,r,,,,P,DD,C,B,C,B,ES0000376,2023,135,62,
10801,B,A132,Recurvirostra avosetta,,,c,,,,V,DD,D,,,,ES0000119,2023,135,202,
10917,B,A215,Bubo bubo,,,p,23.0,25.0,p,C,M,C,B,C,C,ES0000118,2023,135,201,34.0
10786,B,A125,Fulica atra,,,w,41.0,524.0,i,,G,D,,,,ES0000470,2023,135,63,36.0
10750,B,A246,Lullula arborea,,,p,,,,C,DD,C,B,C,C,ES0000255,2023,135,201,
10922,B,A087,Buteo buteo,,,p,,,,C,DD,C,B,C,C,ES0000218,2023,135,201,
10822,B,A076,Gypaetus barbatus,,,r,2.0,2.0,p,P,G,C,B,C,B,ES0000279,2023,135,62,34.0
10937,B,A242,Melanocorypha calandra,,,p,,,,R,DD,C,C,C,C,ES4120031,2023,135,201,
10944,B,A255,Anthus campestris,,,p,,,,P,DD,C,B,C,B,ES0000269,2023,135,201,
10734,B,A243,Calandrella brachydactyla,,,r,,,,P,DD,C,B,C,B,ES0000266,2023,135,62,
10723,B,A422,Columba bollii,,,pd,,,,,,,,,,ES0000552,2023,135,204,
10944,B,A255,Anthus campestris,,,r,,,,P,,D,,,,ES0000455,2023,135,62,
10766,B,A298,Acrocephalus arundinaceus,,,c,,,,P,DD,C,B,C,B,ES0000243,2023,135,202,
10699,B,A057,Marmaronetta angustirostris,,,r,,2.0,p,,G,D,,,,ES0000487,2023,135,62,34.0
10888,B,A091,Aquila chrysaetos,,,p,11.0,11.0,p,,G,C,B,C,B,ES0000212,2023,135,201,34.0
10887,B,A123,Gallinula chloropus,,,p,,,,C,DD,C,B,C,C,ES0000118,2023,135,201,
10888,B,A091,Aquila chrysaetos,,,p,1.0,1.0,p,,G,D,,,,ES0000452,2023,135,201,34.0
10956,B,A304,Sylvia cantillans ([excluding subalpina]),,,r,,,,C,DD,C,B,C,B,ES0000309,2023,135,62,
10701,B,A043,Anser anser,,,w,89.0,156.0,i,,G,C,C,C,C,ES0000421,2023,135,63,36.0
10664,B,A138,Charadrius alexandrinus,,,w,,22.0,i,P,G,C,C,C,C,ES6180017,2023,135,63,36.0
10786,B,A125,Fulica atra,,,w,189.0,2933.0,i,,G,D,,,,ES0000486,2023,135,63,36.0
10745,B,A118,Rallus aquaticus,,,p,,,,R,DD,C,B,C,C,ES0000360,2023,135,201,
10741,B,A140,Pluvialis apricaria,,,w,,,,R,DD,C,B,C,B,ES0000318,2023,135,63,
10887,B,A123,Gallinula chloropus,,,p,,,,R,DD,C,B,C,C,ES0000217,2023,135,201,
10888,B,A091,Aquila chrysaetos,,,p,7.0,7.0,p,,G,C,B,C,B,ES0000368,2023,135,201,34.0
10794,B,A229,Alcedo atthis,,,p,,,,R,DD,C,C,C,C,ES0000361,2023,135,201,
10750,B,A246,Lullula arborea,,,p,501.0,1000.0,i,,M,C,C,C,C,ES0000418,2023,135,201,36.0
10734,B,A243,Calandrella brachydactyla,,,r,,,,C,DD,C,A,C,A,ES0000230,2023,135,62,
10887,B,A123,Gallinula chloropus,,,p,,,,R,DD,C,B,C,C,ES0000190,2023,135,201,
10917,B,A215,Bubo bubo,,,p,4.0,4.0,p,,M,C,B,C,B,ES0000457,2023,135,201,34.0
10887,B,A123,Gallinula chloropus,,,p,15.0,25.0,p,C,G,C,B,C,B,ES0000144,2023,135,201,34.0
10896,B,A028,Ardea cinerea,,,c,,,,V,DD,C,B,C,C,ES0000186,2023,135,202,
10766,B,A298,Acrocephalus arundinaceus,,,r,,,,R,DD,C,B,C,C,ES4150087,2023,135,62,
10662,B,A205,Pterocles alchata,,,p,,,,P,DD,C,A,C,A,ES0000180,2023,135,201,
10887,B,A123,Gallinula chloropus,,,w,101.0,250.0,i,,P,C,C,C,C,ES0000328,2023,135,63,36.0
10801,B,A132,Recurvirostra avosetta,,,w,15.0,50.0,i,,G,,,,,ES0000038,2023,135,63,36.0
10944,B,A255,Anthus campestris,,,r,,,,C,DD,C,C,C,C,ES0000359,2023,135,62,
10701,B,A043,Anser anser,,,c,,,,R,DD,D,,,,ES0000272,2023,135,202,
10794,B,A229,Alcedo atthis,,,r,,,,P,,D,,,,ES0000465,2023,135,62,
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,w,11.0,50.0,i,,M,C,C,C,C,ES0000368,2023,135,63,36.0
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,r,,,,C,DD,C,B,C,C,ES0000194,2023,135,62,
10738,B,A230,Merops apiaster,,,r,,,,C,DD,C,A,C,A,ES0000183,2023,135,62,
10664,B,A138,Charadrius alexandrinus,,,c,,,,R,DD,C,C,C,C,ES0000191,2023,135,202,
10887,B,A123,Gallinula chloropus,,,r,,12.0,p,P,G,C,C,C,B,ES6180017,2023,135,62,34.0
10786,B,A125,Fulica atra,,,w,288.0,580.0,i,,G,C,B,C,B,ES0000397,2023,135,63,36.0
10734,B,A243,Calandrella brachydactyla,,,r,,,,C,DD,C,C,C,B,ES0000209,2023,135,62,
10922,B,A087,Buteo buteo,,,p,,,,R,DD,C,B,C,C,ES0000204,2023,135,201,
10801,B,A132,Recurvirostra avosetta,,,c,,,,R,DD,C,C,C,C,ES0000204,2023,135,202,
10701,B,A043,Anser anser,,,c,20.0,20.0,i,,M,C,C,C,C,ES0000014,2023,135,202,36.0
10888,B,A091,Aquila chrysaetos,,,p,1.0,1.0,p,,G,C,A,C,B,ES0000199,2023,135,201,34.0
10741,B,A140,Pluvialis apricaria,,,w,1.0,30.0,i,,M,C,C,C,C,ES0000324,2023,135,63,36.0
10896,B,A028,Ardea cinerea,,,p,11.0,11.0,p,,G,C,C,C,C,ES0000356,2023,135,201,34.0
10801,B,A132,Recurvirostra avosetta,,,c,,,,P,DD,C,B,C,B,ES0000195,2023,135,202,
10935,B,A424,Apus caffer,,,r,1.0,5.0,p,,M,C,C,C,C,ES0000434,2023,135,62,34.0
10922,B,A087,Buteo buteo,,,p,,,,C,DD,C,B,C,C,ES4150039,2023,135,201,
10678,B,A149,Calidris alpina,,,r,,,,V,DD,D,,,,ES0000434,2023,135,62,
10956,B,A304,Sylvia cantillans ([excluding subalpina]),,,r,,,,C,DD,C,B,C,C,ES4150005,2023,135,62,
10738,B,A230,Merops apiaster,,,r,,,,C,DD,C,B,C,C,ES0000186,2023,135,62,
10944,B,A255,Anthus campestris,,,r,,,,R,DD,C,B,B,B,ES0000435,2023,135,62,
10738,B,A230,Merops apiaster,,,r,,,,C,DD,C,A,C,A,ES0000291,2023,135,62,
10750,B,A246,Lullula arborea,,,p,,,,C,DD,C,B,C,C,ES0000194,2023,135,201,
10917,B,A215,Bubo bubo,,,p,,,,P,,D,,,,ES0000468,2023,135,201,
10801,B,A132,Recurvirostra avosetta,,,c,8.0,8.0,i,,G,C,C,C,C,ES0000325,2023,135,202,36.0
10794,B,A229,Alcedo atthis,,,p,,,,R,DD,C,C,C,C,ES4150006,2023,135,201,
10937,B,A242,Melanocorypha calandra,,,p,,,,C,DD,C,C,B,B,ES0000366,2023,135,201,
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,w,15.0,15.0,i,,G,C,C,C,C,ES0000434,2023,135,63,36.0
10750,B,A246,Lullula arborea,,,p,,,,P,,D,,,,ES0000452,2023,135,201,
10734,B,A243,Calandrella brachydactyla,,,r,,,,C,DD,C,A,C,A,ES0000180,2023,135,62,
10944,B,A255,Anthus campestris,,,r,,,,R,DD,C,C,C,C,ES4160048,2023,135,62,
10930,B,A399,Elanus caeruleus,,,c,,,,V,DD,D,,,,ES4190009,2023,135,202,
10794,B,A229,Alcedo atthis,,,p,,,,R,DD,C,C,C,C,ES0000184,2023,135,201,
10937,B,A242,Melanocorypha calandra,,,p,,,,P,,D,,,,ES0000457,2023,135,201,
10896,B,A028,Ardea cinerea,,,c,,,,P,DD,C,B,C,B,ES0000290,2023,135,202,
10887,B,A123,Gallinula chloropus,,,p,,,,V,DD,C,B,C,C,ES4190009,2023,135,201,
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,c,300.0,300.0,i,C,G,C,B,C,C,ES0000359,2023,135,202,36.0
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,r,20.0,20.0,p,,G,C,B,C,B,ES0000429,2023,135,62,34.0
10922,B,A087,Buteo buteo,,,p,,,,P,DD,C,B,C,B,ES0000181,2023,135,201,
10937,B,A242,Melanocorypha calandra,,,p,,,i,C,DD,C,B,C,B,ES0000302,2023,135,201,36.0
10786,B,A125,Fulica atra,,,w,1.0,1107.0,i,P,G,C,C,C,C,ES0000272,2023,135,63,36.0
10786,B,A125,Fulica atra,,,p,,,,R,DD,C,B,C,C,ES0000207,2023,135,201,
10750,B,A246,Lullula arborea,,,p,,,,P,DD,C,B,C,C,ES0000250,2023,135,201,
10794,B,A229,Alcedo atthis,,,p,,,,P,,D,,,,ES0000460,2023,135,201,
10662,B,A205,Pterocles alchata,,,p,10.0,12.0,p,R,M,C,C,B,A,ES0000362,2023,135,201,34.0
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,c,,,,R,DD,C,B,C,B,ES0000144,2023,135,202,
10930,B,A399,Elanus caeruleus,,,c,,,,V,DD,D,,,,ES0000216,2023,135,202,
10649,B,A144,Calidris alba,,,w,,,,P,DD,D,,,,ES0000272,2023,135,63,
10944,B,A255,Anthus campestris,,,r,,,i,P,DD,C,B,C,B,ES0000309,2023,135,62,36.0
10739,B,A072,Pernis apivorus,,,c,,,,P,DD,D,,,,ES0000377,2023,135,202,
10734,B,A243,Calandrella brachydactyla,,,r,,,,P,,D,,,,ES0000446,2023,135,62,
10896,B,A028,Ardea cinerea,,,c,,,,V,DD,C,B,C,C,ES4150005,2023,135,202,
10649,B,A144,Calidris alba,,,c,,,,R,,D,,,,ES0000467,2023,135,202,
10750,B,A246,Lullula arborea,,,w,1001.0,4500.0,i,,M,C,B,C,B,ES0000407,2023,135,63,36.0
10664,B,A138,Charadrius alexandrinus,,,c,,,,R,DD,D,,,,ES0000334,2023,135,202,
10888,B,A091,Aquila chrysaetos,,,p,1.0,1.0,p,R,G,C,B,C,C,ES4150087,2023,135,201,34.0
10794,B,A229,Alcedo atthis,,,p,,,,P,,D,,,,ES0000487,2023,135,201,
10763,B,A160,Numenius arquata,,,w,4.0,6.0,i,,G,D,,,,ES0000487,2023,135,63,36.0
10766,B,A298,Acrocephalus arundinaceus,,,r,,,,R,DD,C,B,C,C,ES0000191,2023,135,62,
10887,B,A123,Gallinula chloropus,,,np,,,,P,,,,,,ES0000417,2023,135,203,
10734,B,A243,Calandrella brachydactyla,,,r,,,,C,DD,D,,,,ES6180017,2023,135,62,
10664,B,A138,Charadrius alexandrinus,,,w,50.0,50.0,i,,G,C,B,C,B,ES0000375,2023,135,63,36.0
10786,B,A125,Fulica atra,,,p,,,,R,DD,C,B,C,C,ES0000118,2023,135,201,
10888,B,A091,Aquila chrysaetos,,,p,1.0,1.0,p,R,G,C,B,C,C,ES0000364,2023,135,201,34.0
10887,B,A123,Gallinula chloropus,,,r,11.0,50.0,i,,M,C,C,C,C,ES0000327,2023,135,62,36.0
10887,B,A123,Gallinula chloropus,,,p,,,,R,DD,C,B,C,C,ES4130022,2023,135,201,
10738,B,A230,Merops apiaster,,,r,,,,P,DD,C,B,C,B,ES0000180,2023,135,62,
10786,B,A125,Fulica atra,,,r,43.0,45.0,p,,M,C,,C,,ES0000021,2023,135,62,34.0
10888,B,A091,Aquila chrysaetos,,,p,1.0,3.0,p,,M,C,B,C,B,ES0000286,2023,135,201,34.0
10917,B,A215,Bubo bubo,,,p,,,,P,DD,D,,,,ES0000400,2023,135,201,
10888,B,A091,Aquila chrysaetos,,,c,,,,C,,D,,,,ES0000464,2023,135,202,
10738,B,A230,Merops apiaster,,,r,,,,C,DD,C,B,C,C,ES0000219,2023,135,62,
10891,B,A031,Ciconia ciconia (W Europe & North-west Africa/Sub-Saharan Africa ; Central & Eastern Europe/Sub-Saharan Africa),,,w,501.0,1000.0,i,,G,C,B,C,B,ES0000071,2023,135,63,36.0
10887,B,A123,Gallinula chloropus,,,p,,,,P,DD,C,C,C,C,ES0000136,2023,135,201,
10786,B,A125,Fulica atra,,,w,100.0,1250.0,i,,G,C,B,C,B,ES0000333,2023,135,63,36.0
10922,B,A087,Buteo buteo,,,p,,,,P,DD,C,C,C,C,ES0000294,2023,135,201,
10786,B,A125,Fulica atra,,,r,2.0,2.0,p,,G,C,C,C,C,ES0000411,2023,135,62,34.0
10734,B,A243,Calandrella brachydactyla,,1.0,r,,,,,,,,,,ES0000321,2023,135,62,
10723,B,A422,Columba bollii,,,p,,,,P,,,,,,ES0000109,2023,135,201,
10896,B,A028,Ardea cinerea,,,w,2.0,3.0,i,,G,C,C,C,C,ES0000399,2023,135,63,36.0
10930,B,A399,Elanus caeruleus,,,p,,,,R,DD,D,,,,ES0000326,2023,135,201,
10794,B,A229,Alcedo atthis,,,p,,,,R,DD,C,C,C,C,ES0000208,2023,135,201,
10888,B,A091,Aquila chrysaetos,,,p,2.0,2.0,p,C,G,C,B,C,B,ES4130022,2023,135,201,34.0
10723,B,A422,Columba bollii,,,p,,,,P,,,C,C,C,ES0000107,2023,135,201,
10738,B,A230,Merops apiaster,,,r,,,,C,DD,C,A,C,A,ES0000290,2023,135,62,
