,idtaxon,idestadoconservacion,estadoconservacion,anio,idcategoria,categoriaconservacion,idcriterio,criteriomedidaconservacion,descripcion,criterios,idautoridad,autoridad,idaplicaa,aplicaa,iddataset,fechaalta,fechabaja,idvigente,vigencia,observaciones,idnombre
13347,15646,,,2011,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13348,15646,,,2023,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2024-01-18,,,,,
13349,15647,,,2010,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13350,15647,,,2011,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13351,15647,,,2023,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2024-01-18,,,,,
13352,15648,,,2010,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13353,15648,,,2011,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13354,15648,,,2023,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2024-01-18,,,,,
13355,15649,,,2010,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13356,15649,,,2011,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13357,15649,,,2021,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13358,15650,,,2010,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13359,15650,,,2011,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13360,15650,,,2023,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2024-01-18,,,,,
13361,15651,,,2010,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13362,15651,,,2011,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13363,15651,,,2023,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2024-01-18,,,,,
13364,15652,,,2010,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13365,15652,,,2011,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13366,15652,,,2023,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2024-01-18,,,,,
13367,15653,,,2010,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,15653.0
13368,15653,,,2011,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,15653.0
13369,15653,,,2023,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2024-01-18,,,,,
13370,15654,,,2010,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13371,15654,,,2011,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13372,15654,,,2023,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2024-01-18,,,,,
13373,15655,,,2011,15,NT (Casi amenazado),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13374,15655,,,2021,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13375,15656,,,2011,15,NT (Casi amenazado),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13376,15656,,,2021,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13377,15657,,,2011,19,VU (Vulnerable),,,,A2bd,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13378,15657,,,2021,19,VU (Vulnerable),,,,A2bd,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13379,15658,,,2011,11,EN (En peligro),,,,A2bd,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13380,15658,,,2021,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13381,15659,,,2013,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13382,15659,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13383,15660,,,2013,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13384,15660,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13385,15661,,,2018,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13386,15662,,,2016,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13387,15662,,,2018,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13388,15663,,,2016,15,NT (Casi amenazado),,,,A2bd,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13389,15663,,,2018,15,NT (Casi amenazado),,,,A2bd,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13390,15664,,,2016,17,DD (Datos insuficientes),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13391,15664,,,2018,17,DD (Datos insuficientes),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13392,15665,,,2016,17,DD (Datos insuficientes),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13393,15665,,,2018,17,DD (Datos insuficientes),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13394,15666,,,2016,19,VU (Vulnerable),,,,A2bcd,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13395,15666,,,2018,19,VU (Vulnerable),,,,A2bcd,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13396,15667,,,2016,19,VU (Vulnerable),,,,A2bd+4bd,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13397,15667,,,2018,19,VU (Vulnerable),,,,A2bd+4bd,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13398,15668,,,2016,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13399,15668,,,2018,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13400,15669,,,2016,19,VU (Vulnerable),,,,B2ab(v),1,UICN,1,Mundial,119,,,1.0,Vigente,,
13401,15669,,,2018,19,VU (Vulnerable),,,,B2ab(v),1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13402,15670,,,2016,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13403,15670,,,2018,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13404,15671,,,2017,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13405,15671,,,2018,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13406,15672,,,2009,17,DD (Datos insuficientes),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13407,15672,,,2010,17,DD (Datos insuficientes),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13408,15673,,,2013,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13409,15673,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13410,15674,,,2013,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13411,15674,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13412,15675,,,2013,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13413,15675,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13414,15676,,,2009,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13415,15676,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13416,15677,,,2011,15,NT (Casi amenazado),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13417,15677,,,2014,15,NT (Casi amenazado),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13418,15678,,,2011,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13419,15678,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13420,15679,,,2009,19,VU (Vulnerable),,,,A2bd,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13421,15679,,,2014,19,VU (Vulnerable),,,,A2bd,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13422,15680,,,2009,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13423,15680,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13424,15681,,,2009,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13425,15681,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13426,15682,,,2009,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13427,15682,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13428,15683,,,2009,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13429,15683,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13430,15684,,,2011,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13431,15684,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13432,15685,,,2009,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13433,15685,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13434,15686,,,2009,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13435,15686,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13436,15687,,,2011,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13437,15687,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13438,15688,,,2009,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13439,15688,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13440,15689,,,2009,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13441,15689,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13442,15690,,,2009,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13443,15690,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13444,15691,,,2009,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13445,15691,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13446,15692,,,2011,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13447,15692,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13448,15693,,,2009,15,NT (Casi amenazado),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13449,15693,,,2014,15,NT (Casi amenazado),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13450,15694,,,2009,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13451,15694,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13452,15695,,,2011,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13453,15695,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13454,15696,,,2009,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13455,15696,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13456,15697,,,2009,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13457,15697,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13458,15698,,,2009,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13459,15698,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13460,15699,,,2009,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13461,15699,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13462,15700,,,2009,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13463,15700,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13464,15701,,,2009,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13465,15701,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13466,15702,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13467,15702,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13468,15703,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13469,15703,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13470,15704,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13471,15704,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13472,15706,,,2013,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13473,15706,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13474,15707,,,2013,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13475,15707,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13476,15708,,,2013,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13477,15708,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13478,15710,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13479,15711,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13480,15711,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13481,15712,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13482,15712,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13483,15713,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13484,15713,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13485,15714,,,2018,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13486,15714,,,2019,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13487,15715,,,2013,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13488,15715,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13489,15716,,,2018,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13490,15716,,,2019,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13491,15717,,,2013,17,DD (Datos insuficientes),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13492,15717,,,2015,17,DD (Datos insuficientes),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13493,15718,,,2013,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13494,15718,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13495,15719,,,2007,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13496,15719,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13497,15720,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13498,15721,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13499,15722,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13500,15722,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13501,15723,,,2011,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13502,15723,,,2022,15,NT (Casi amenazado),,,,A2bd,1,UICN,1,Mundial,119,2024-01-18,,,,,
13503,15724,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13504,15724,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13505,15725,,,1992,12,EX (Extinto),,,,,1,UICN,2,España,130,2024-01-10,,1.0,Vigente,,1030204.0
13506,15725,,,2001,20,RE (Extinto regionalmente),,,,,1,UICN,2,España,128,2024-01-10,,1.0,Vigente,,15725.0
13507,15725,,,2010,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13508,15725,,,2011,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13509,15725,,,2011,11,EN (En peligro),,,,A2ce,1,UICN,2,España,36,,,1.0,Vigente,,15725.0
13510,15727,,,2009,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13511,15727,,,2010,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13512,15727,,,2019,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13513,15727,,,2020,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13514,15728,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13515,15728,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13516,15729,,,2009,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13517,15729,,,2010,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13518,15729,,,2019,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13519,15729,,,2020,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13520,15730,,,2013,17,DD (Datos insuficientes),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13521,15730,,,2015,17,DD (Datos insuficientes),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13522,15731,,,2013,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13523,15731,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13524,15732,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13525,15732,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13526,15733,,,2013,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13527,15733,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13528,15734,,,2013,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13529,15734,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13530,15735,,,2013,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13531,15735,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13532,15736,,,2022,19,VU (Vulnerable),,,,A1bd,1,UICN,1,Mundial,119,2024-01-18,,,,,
13533,15737,,,2021,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13534,15739,,,2013,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13535,15739,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13536,15740,,,2020,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13537,15740,,,2021,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13538,15741,,,2020,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13539,15741,,,2021,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13540,15742,,,2013,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13541,15742,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13542,15743,,,2020,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13543,15743,,,2021,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13544,15744,,,2020,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13545,15744,,,2021,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13546,15745,,,2020,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13547,15745,,,2021,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13548,15746,,,2020,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13549,15746,,,2021,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13550,15747,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13551,15747,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13552,15748,,,2009,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13553,15748,,,2010,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13554,15748,,,2022,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2024-01-18,,,,,
13555,15749,,,2009,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13556,15749,,,2010,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13557,15749,,,2022,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2024-01-18,,,,,
13558,15750,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13559,15751,,,2014,17,DD (Datos insuficientes),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13560,15751,,,2015,17,DD (Datos insuficientes),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13561,15752,,,2014,17,DD (Datos insuficientes),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13562,15752,,,2015,17,DD (Datos insuficientes),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13563,15753,,,2013,17,DD (Datos insuficientes),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13564,15753,,,2015,17,DD (Datos insuficientes),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13565,15754,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13566,15754,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13567,15755,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13568,15755,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13569,15757,,,2013,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13570,15757,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13571,15758,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13572,15759,,,2014,17,DD (Datos insuficientes),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13573,15759,,,2015,17,DD (Datos insuficientes),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13574,15760,,,2014,17,DD (Datos insuficientes),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13575,15760,,,2015,17,DD (Datos insuficientes),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13576,15762,,,2013,17,DD (Datos insuficientes),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13577,15762,,,2015,17,DD (Datos insuficientes),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13578,15763,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
13579,15763,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
13580,15764,,,2014,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
