,idtaxon,idestadoconservacion,estadoconservacion,anio,idcategoria,categoriaconservacion,idcriterio,criteriomedidaconservacion,descripcion,criterios,idautoridad,autoridad,idaplicaa,aplicaa,iddataset,fechaalta,fechabaja,idvigente,vigencia,observaciones,idnombre
1333,979,,,2010,11,EN (En peligro),,,,"B1ab(iii,v)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,979.0
1334,980,,,2000,17,DD (Datos insuficientes),,,,,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,980.0
1335,980,,,2004,19,VU (Vulnerable),,,,D1+2,1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,980.0
1336,980,,,2008,19,VU (Vulnerable),,,,D1+2,1,UICN,2,España,124,,,1.0,Vigente,,
1337,980,,,2010,19,VU (Vulnerable),,,,D1+2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,93949.0
1338,981,,,2004,19,VU (Vulnerable),,,,D2,1,UICN,2,España,122,2024-01-10,2024-06-05,2.0,No vigente,,981.0
1339,981,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,2024-06-05,2.0,No vigente,,
1340,981,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,2024-06-05,2.0,No vigente,,981.0
1341,982,,,2000,17,DD (Datos insuficientes),,,,,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,7742.0
1342,982,,,2004,11,EN (En peligro),,,,"B1b(ii,iii,iv)+2b(ii,iii,iv)",1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,982.0
1343,982,,,2008,19,VU (Vulnerable),,,,"B2ab(ii,iii) ; D2",1,UICN,2,España,124,,,1.0,Vigente,,
1344,982,,,2010,19,VU (Vulnerable),,,,"B2ab(ii,iii) ; D2",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,982.0
1345,983,,,2000,13,CR (En peligro crítico),,,,C2a,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,983.0
1346,983,,,2004,13,CR (En peligro crítico),,,,"B2ab(iii,v)",1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,983.0
1347,983,,,2008,13,CR (En peligro crítico),,,,"B2ab(iii,v)",1,UICN,2,España,124,,,1.0,Vigente,,983.0
1348,983,,,2010,13,CR (En peligro crítico),,,,"B2ab(iii,v)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,983.0
1349,983,,,2011,11,EN (En peligro),,,,"B2ab(ii,iii)",1,UICN,1,Mundial,119,,,1.0,Vigente,,
1350,984,,,2000,11,EN (En peligro),,,,B1+2c,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,984.0
1351,984,,,2004,11,EN (En peligro),,,,B2ab(iii),1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,984.0
1352,984,,,2008,11,EN (En peligro),,,,B2ab(iii),1,UICN,2,España,124,,,1.0,Vigente,,
1353,984,,,2010,11,EN (En peligro),,,,B2ab(iii),1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,984.0
1354,987,,,2000,11,EN (En peligro),,,,B1+2bc+3d,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,987.0
1355,987,,,2004,13,CR (En peligro crítico),,,,"B2ab(iii,v)",1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,987.0
1356,987,,,2008,13,CR (En peligro crítico),,,,"B2ab(iii,v)",1,UICN,2,España,124,,,1.0,Vigente,,
1357,987,,,2010,13,CR (En peligro crítico),,,,"B2ab(iii,v)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,987.0
1358,989,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
1359,989,,,2016,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
1360,993,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,993.0
1361,993,,,2008,13,CR (En peligro crítico),,,,B2ab(iii)c(iv),1,UICN,2,España,124,,,1.0,Vigente,,
1362,993,,,2010,13,CR (En peligro crítico),,,,B2ab(iii)c(iv),1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,993.0
1363,995,,,2008,19,VU (Vulnerable),,,,"A2c; B1ab(i,iii,v)+2ab(i,iii,v) ; C1",1,UICN,2,España,124,,,1.0,Vigente,,
1364,995,,,2010,19,VU (Vulnerable),,,,"A2c; B1ab(i,iii,v)+2ab(i,iii,v) ; C1",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,995.0
1365,996,,,2015,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
1366,996,,,2016,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
1367,998,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,998.0
1368,998,,,2008,19,VU (Vulnerable),,,,"B2ab(ii,iii,v) ; C2a(i) ; D2",1,UICN,2,España,124,,,1.0,Vigente,,
1369,998,,,2010,19,VU (Vulnerable),,,,"B2ab(ii,iii,v) ; C2a(i) ; D2",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,998.0
1370,999,,,2013,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
1371,999,,,2018,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
1372,1000,,,2008,19,VU (Vulnerable),,,,"B2ab(ii,iii,iv,v) ; C2a(i) ; D2",1,UICN,2,España,124,,,1.0,Vigente,,
1373,1000,,,2010,19,VU (Vulnerable),,,,"B2ab(ii,iii,iv,v) ; C2a(i) ; D2",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1000.0
1374,1002,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1002.0
1375,1002,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,,1.0,Vigente,,
1376,1002,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1002.0
1377,1004,,,2000,11,EN (En peligro),,,,D,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1004.0
1378,1004,,,2004,13,CR (En peligro crítico),,,,"B2ab(iii,iv)",1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,1004.0
1379,1004,,,2008,13,CR (En peligro crítico),,,,"B2ab(iii,iv)",1,UICN,2,España,124,,,1.0,Vigente,,1004.0
1380,1004,,,2010,13,CR (En peligro crítico),,,,"B2ab(iii,iv)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1004.0
1381,1004,,,2011,13,CR (En peligro crítico),,,,"B2ab(iii,iv)",1,UICN,1,Mundial,119,,,1.0,Vigente,,
1382,1004,,,2012,38,FV (Favorable),,,,,5,Art. 17 (Dir. Hábitats),26,Región Macaronésica,2,,,1.0,Vigente,,1004.0
1383,1004,,,2018,38,FV (Favorable),,,,,5,Art. 17 (Dir. Hábitats),26,Región Macaronésica,72,,,1.0,Vigente,,1004.0
1384,1005,,,2000,13,CR (En peligro crítico),,,,"B1+3b, D",1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1005.0
1385,1005,,,2004,13,CR (En peligro crítico),,,,B1ab(iii)c(iv)+2ab(iii)c(iv) ; C2a(i)b,1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,1005.0
1386,1005,,,2008,13,CR (En peligro crítico),,,,B1ab(iii)c(iv)+2ab(iii)c(iv) ; C2a(i)b,1,UICN,2,España,124,,,1.0,Vigente,,1005.0
1387,1005,,,2010,13,CR (En peligro crítico),,,,B1ab(iii)c(iv)+2ab(iii)c(iv) ; C2a(i)b,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1005.0
1388,1005,,,2011,13,CR (En peligro crítico),,,,B1ab(iii)c(iv)+2ab(iii)c(iv) ; C2a(i)b,1,UICN,1,Mundial,119,,,1.0,Vigente,,
1389,1005,,,2012,40,U2 (Desfavorable-malo),,,,,5,Art. 17 (Dir. Hábitats),26,Región Macaronésica,2,,,1.0,Vigente,,1005.0
1390,1005,,,2018,40,U2 (Desfavorable-malo),,,,,5,Art. 17 (Dir. Hábitats),26,Región Macaronésica,72,,,1.0,Vigente,,1005.0
1391,1006,,,2000,19,VU (Vulnerable),,,,D1,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1006.0
1392,1006,,,2006,19,VU (Vulnerable),,,,D1+2,1,UICN,2,España,123,2024-01-10,,1.0,Vigente,,1006.0
1393,1006,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,,1.0,Vigente,,1006.0
1394,1006,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1006.0
1395,1006,,,2011,19,VU (Vulnerable),,,,D2,1,UICN,1,Mundial,119,,,1.0,Vigente,,
1396,1006,,,2012,40,U2 (Desfavorable-malo),,,,,5,Art. 17 (Dir. Hábitats),26,Región Macaronésica,2,,,1.0,Vigente,,1006.0
1397,1006,,,2018,38,FV (Favorable),,,,,5,Art. 17 (Dir. Hábitats),26,Región Macaronésica,72,,,1.0,Vigente,,1006.0
1398,1007,,,2000,11,EN (En peligro),,,,B1+2c,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1007.0
1399,1007,,,2004,13,CR (En peligro crítico),,,,"B2ab(iii,iv)",1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,1007.0
1400,1007,,,2008,13,CR (En peligro crítico),,,,"B2ab(iii,iv)",1,UICN,2,España,124,,,1.0,Vigente,,1007.0
1401,1007,,,2010,13,CR (En peligro crítico),,,,"B2ab(iii,iv)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1007.0
1402,1007,,,2011,13,CR (En peligro crítico),,,,"B2ab(iii,iv)",1,UICN,1,Mundial,119,,,1.0,Vigente,,
1403,1007,,,2012,38,FV (Favorable),,,,,5,Art. 17 (Dir. Hábitats),26,Región Macaronésica,2,,,1.0,Vigente,,1007.0
1404,1007,,,2018,39,U1 (Desfavorable-inadecuado),,,,,5,Art. 17 (Dir. Hábitats),26,Región Macaronésica,72,,,1.0,Vigente,,1007.0
1405,1008,,,2000,11,EN (En peligro),,,,B1+2ce,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1008.0
1406,1008,,,2004,11,EN (En peligro),,,,B2ab(iii),1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,1008.0
1407,1008,,,2008,11,EN (En peligro),,,,B2ab(iii),1,UICN,2,España,124,,,1.0,Vigente,,
1408,1008,,,2010,11,EN (En peligro),,,,B2ab(iii),1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1008.0
1409,1009,,,2000,11,EN (En peligro),,,,B1+2c+3d,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1009.0
1410,1009,,,2004,11,EN (En peligro),,,,"B2ab(iii,v)",1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,1009.0
1411,1009,,,2008,11,EN (En peligro),,,,"B2ab(iii,v)",1,UICN,2,España,124,,,1.0,Vigente,,
1412,1009,,,2010,11,EN (En peligro),,,,"B2ab(iii,v)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1009.0
1413,1010,,,2000,11,EN (En peligro),,,,B1+3bd,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1010.0
1414,1010,,,2004,13,CR (En peligro crítico),,,,B2ab(iii),1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,1010.0
1415,1010,,,2008,13,CR (En peligro crítico),,,,B2ab(iii),1,UICN,2,España,124,,,1.0,Vigente,,
1416,1010,,,2010,13,CR (En peligro crítico),,,,B2ab(iii),1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1010.0
1417,1011,,,2016,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
1418,1011,,,2017,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
1419,1012,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1012.0
1420,1012,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,,1.0,Vigente,,
1421,1012,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1012.0
1422,1014,,,2000,13,CR (En peligro crítico),,,,D,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1014.0
1423,1014,,,2004,12,EX (Extinto),,,,,1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,1014.0
1424,1014,,,2008,12,EX (Extinto),,,,,1,UICN,2,España,124,,,1.0,Vigente,,1014.0
1425,1014,,,2010,12,EX (Extinto),,,,,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1014.0
1426,1014,,,2011,13,CR (En peligro crítico),,,,D,1,UICN,1,Mundial,119,,,1.0,Vigente,,
1427,1017,,,2000,19,VU (Vulnerable),,,,"B1+2c, D2",1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1017.0
1428,1017,,,2008,19,VU (Vulnerable),,,,B1ac(ii),1,UICN,2,España,124,,,1.0,Vigente,,
1429,1017,,,2010,19,VU (Vulnerable),,,,B1ac(ii),1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1017.0
1430,1019,,,2000,19,VU (Vulnerable),,,,D1,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1019.0
1431,1019,,,2010,11,EN (En peligro),,,,"B2ab(ii,iii,v) ; C2a(i)",1,UICN,1,Mundial,119,,,1.0,Vigente,,
1432,1019,,,2011,11,EN (En peligro),,,,"B2ab(ii,iii,v) ; C2a(i)",1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
1433,1022,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1022.0
1434,1022,,,2008,18,LC (Preocupación menor),,,,,1,UICN,2,España,124,,,1.0,Vigente,,
1435,1022,,,2010,18,LC (Preocupación menor),,,,,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1022.0
1436,1023,,,2017,17,DD (Datos insuficientes),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
1437,1024,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1024.0
1438,1024,,,2008,15,NT (Casi amenazado),,,,,1,UICN,2,España,124,,,1.0,Vigente,,1024.0
1439,1024,,,2010,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,,,1.0,Vigente,,
1440,1024,,,2010,15,NT (Casi amenazado),,,,,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1024.0
1441,1024,,,2011,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,,1.0,Vigente,,
1442,1025,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1025.0
1443,1025,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,,1.0,Vigente,,
1444,1025,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1025.0
1445,1026,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1026.0
1446,1026,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,,1.0,Vigente,,
1447,1026,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1026.0
1448,1030,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1030.0
1449,1030,,,2008,13,CR (En peligro crítico),,,,C2a(ii),1,UICN,2,España,124,,,1.0,Vigente,,1030.0
1450,1030,,,2010,13,CR (En peligro crítico),,,,C2a(ii),1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1030.0
1451,1030,,,2011,19,VU (Vulnerable),,,,D1+2,1,UICN,1,Mundial,119,,,1.0,Vigente,,
1452,1031,,,2000,19,VU (Vulnerable),,,,D2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,31868.0
1453,1031,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,,1.0,Vigente,,
1454,1031,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,31868.0
1455,1035,,,2000,13,CR (En peligro crítico),,,,B1+2e,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1035.0
1456,1035,,,2004,13,CR (En peligro crítico),,,,B2ab(iii),1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,1035.0
1457,1035,,,2008,13,CR (En peligro crítico),,,,B2ab(iii),1,UICN,2,España,124,,,1.0,Vigente,,1035.0
1458,1035,,,2010,13,CR (En peligro crítico),,,,B2ab(iii),1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1035.0
1459,1035,,,2011,13,CR (En peligro crítico),,,,B2ab(iii),1,UICN,1,Mundial,119,,,1.0,Vigente,,
1460,1036,,,2000,11,EN (En peligro),,,,B1+2c+3d,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1036.0
1461,1036,,,2004,13,CR (En peligro crítico),,,,"B2ab(iii,v) ; C2a(i)",1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,1036.0
1462,1036,,,2008,13,CR (En peligro crítico),,,,"B2ab(iii,v) ; C2a(i)",1,UICN,2,España,124,,,1.0,Vigente,,1036.0
1463,1036,,,2010,13,CR (En peligro crítico),,,,"B2ab(iii,v) ; C2a(i)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1036.0
1464,1036,,,2011,13,CR (En peligro crítico),,,,"B2ab(ii,iii) ; C2a(i)",1,UICN,1,Mundial,119,,,1.0,Vigente,,
1465,1036,,,2012,38,FV (Favorable),,,,,5,Art. 17 (Dir. Hábitats),26,Región Macaronésica,2,,,1.0,Vigente,,1036.0
1466,1036,,,2018,38,FV (Favorable),,,,,5,Art. 17 (Dir. Hábitats),26,Región Macaronésica,72,,,1.0,Vigente,,1036.0
1467,1037,,,2000,11,EN (En peligro),,,,B1+2bc,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1037.0
1468,1037,,,2004,13,CR (En peligro crítico),,,,"B2ab(iii,v)",1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,1037.0
1469,1037,,,2008,13,CR (En peligro crítico),,,,"B2ab(iii,v)",1,UICN,2,España,124,,,1.0,Vigente,,
1470,1037,,,2010,13,CR (En peligro crítico),,,,"B2ab(iii,v)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1037.0
1471,1038,,,2000,13,CR (En peligro crítico),,,,D,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1038.0
1472,1038,,,2004,13,CR (En peligro crítico),,,,"B2ab(iii,v) ; C2a(ii)",1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,1038.0
1473,1038,,,2008,13,CR (En peligro crítico),,,,"B2ab(iii,v) ; C2a(ii)",1,UICN,2,España,124,,,1.0,Vigente,,1038.0
1474,1038,,,2010,13,CR (En peligro crítico),,,,"B2ab(iii,v) ; C2a(ii)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1038.0
1475,1038,,,2011,13,CR (En peligro crítico),,,,"B2ab(iii,v) ; C2a(ii)",1,UICN,1,Mundial,119,,,1.0,Vigente,,
1476,1038,,,2012,40,U2 (Desfavorable-malo),,,,,5,Art. 17 (Dir. Hábitats),26,Región Macaronésica,2,,,1.0,Vigente,,1038.0
1477,1038,,,2018,38,FV (Favorable),,,,,5,Art. 17 (Dir. Hábitats),26,Región Macaronésica,72,,,1.0,Vigente,,1038.0
1478,1039,,,2000,11,EN (En peligro),,,,B1+2ce,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1039.0
1479,1039,,,2004,13,CR (En peligro crítico),,,,B1ab(iii),1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,1039.0
1480,1039,,,2008,13,CR (En peligro crítico),,,,B1ab(iii),1,UICN,2,España,124,,,1.0,Vigente,,1039.0
1481,1039,,,2010,13,CR (En peligro crítico),,,,B1ab(iii),1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1039.0
1482,1039,,,2011,13,CR (En peligro crítico),,,,B2ab(iii),1,UICN,1,Mundial,119,,,1.0,Vigente,,
1483,1040,,,2000,13,CR (En peligro crítico),,,,B1+2c,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1040.0
1484,1040,,,2004,13,CR (En peligro crítico),,,,"B1ab(iii,v)+2ab(iii,v) ; C2a(i)",1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,1040.0
1485,1040,,,2008,13,CR (En peligro crítico),,,,"B1ab(iii,v)+2ab(iii,v) ; C2a(i)",1,UICN,2,España,124,,,1.0,Vigente,,
1486,1040,,,2010,13,CR (En peligro crítico),,,,"B1ab(iii,v)+2ab(iii,v) ; C2a(i)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1040.0
1487,1041,,,2000,13,CR (En peligro crítico),,,,D,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1041.0
1488,1041,,,2004,13,CR (En peligro crítico),,,,"B1ab(iii,v)",1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,1041.0
1489,1041,,,2008,13,CR (En peligro crítico),,,,"B1ab(iii,v)",1,UICN,2,España,124,,,1.0,Vigente,,
1490,1041,,,2010,13,CR (En peligro crítico),,,,"B1ab(iii,v)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1041.0
1491,1042,,,2000,13,CR (En peligro crítico),,,,B1+2c,1,UICN,2,España,121,2024-01-10,2024-06-05,2.0,No vigente,,1042.0
1492,1042,,,2004,13,CR (En peligro crítico),,,,"B2ab(ii,iii)",1,UICN,2,España,122,2024-01-10,2024-06-05,2.0,No vigente,,1042.0
1493,1042,,,2008,13,CR (En peligro crítico),,,,"B2ab(ii,iii)",1,UICN,2,España,124,,2024-06-05,2.0,No vigente,,1042.0
1494,1042,,,2010,13,CR (En peligro crítico),,,,"B2ab(ii,iii)",1,UICN,2,España,126,2024-01-10,2024-06-05,2.0,No vigente,,1042.0
1495,1042,,,2011,13,CR (En peligro crítico),,,,"B2ab(iii,v)",1,UICN,1,Mundial,119,,2024-06-05,2.0,No vigente,,
1496,1043,,,2000,11,EN (En peligro),,,,D,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1043.0
1497,1043,,,2004,19,VU (Vulnerable),,,,D2,1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,1043.0
1498,1043,,,2008,19,VU (Vulnerable),,,,D2,1,UICN,2,España,124,,,1.0,Vigente,,
1499,1043,,,2010,19,VU (Vulnerable),,,,D2,1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1043.0
1500,1044,,,2000,11,EN (En peligro),,,,D,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1044.0
1501,1044,,,2004,13,CR (En peligro crítico),,,,"B2ab(iii,v) ; C2a(ii)",1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,1044.0
1502,1044,,,2008,13,CR (En peligro crítico),,,,"B2ab(iii,v) ; C2a(ii)",1,UICN,2,España,124,,,1.0,Vigente,,
1503,1044,,,2010,13,CR (En peligro crítico),,,,"B2ab(iii,v) ; C2a(ii)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1044.0
1504,1047,,,2000,11,EN (En peligro),,,,B1+2c,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1047.0
1505,1047,,,2004,13,CR (En peligro crítico),,,,"B1ab(iii,v)",1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,1047.0
1506,1047,,,2008,13,CR (En peligro crítico),,,,"B1ab(iii,v)",1,UICN,2,España,124,,,1.0,Vigente,,
1507,1047,,,2010,13,CR (En peligro crítico),,,,"B1ab(iii,v)",1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1047.0
1508,1048,,,2000,13,CR (En peligro crítico),,,,B1+2c,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1048.0
1509,1048,,,2004,11,EN (En peligro),,,,B2ac(iv),1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,1048.0
1510,1048,,,2008,11,EN (En peligro),,,,B2ac(iv),1,UICN,2,España,124,,,1.0,Vigente,,1048.0
1511,1048,,,2010,11,EN (En peligro),,,,B2ac(iv),1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1048.0
1512,1048,,,2011,11,EN (En peligro),,,,B2ab(iii),1,UICN,1,Mundial,119,,,1.0,Vigente,,
1513,1050,,,2000,13,CR (En peligro crítico),,,,"C2b, D",1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1050.0
1514,1050,,,2004,13,CR (En peligro crítico),,,,B1ab(v)+2ab(v) ; C2a(ii),1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,1050.0
1515,1050,,,2008,13,CR (En peligro crítico),,,,B1ab(v)+2ab(v) ; C2a(ii),1,UICN,2,España,124,,,1.0,Vigente,,
1516,1050,,,2010,13,CR (En peligro crítico),,,,B1ab(v)+2ab(v) ; C2a(ii),1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1050.0
1517,1051,,,2000,17,DD (Datos insuficientes),,,,,1,UICN,2,España,121,2024-01-10,2024-06-05,2.0,No vigente,,1051.0
1518,1051,,,2004,13,CR (En peligro crítico),,,,"A2acde; B1ab(i,ii,iii,iv,v)+2ab (i,ii,iii,iv,v) ; C1+2a(i) ; D",1,UICN,2,España,122,2024-01-10,2024-06-05,2.0,No vigente,,1051.0
1519,1051,,,2008,13,CR (En peligro crítico),,,,"A2acde; B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v) ; C1+2a(i) ; D",1,UICN,2,España,124,,2024-06-05,2.0,No vigente,,1051.0
1520,1051,,,2010,13,CR (En peligro crítico),,,,"A2acde; B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v) ; C1+2a(i) ; D",1,UICN,2,España,126,2024-01-10,2024-06-05,2.0,No vigente,,1051.0
1521,1051,,,2019,18,LC (Preocupación menor),,,,,1,UICN,1,Mundial,119,2023-07-27,2024-06-05,2.0,No vigente,,
1522,1052,,,2000,13,CR (En peligro crítico),,,,B1+2c+3b,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1052.0
1523,1052,,,2004,13,CR (En peligro crítico),,,,B2ab(iii),1,UICN,2,España,122,2024-01-10,,1.0,Vigente,,1052.0
1524,1052,,,2008,13,CR (En peligro crítico),,,,B2ab(iii),1,UICN,2,España,124,,,1.0,Vigente,,
1525,1052,,,2010,13,CR (En peligro crítico),,,,B2ab(iii),1,UICN,2,España,126,2024-01-10,,1.0,Vigente,,1052.0
1526,1053,,,2000,11,EN (En peligro),,,,C2b,1,UICN,2,España,121,2024-01-10,2024-06-05,2.0,No vigente,,1053.0
1527,1053,,,2004,19,VU (Vulnerable),,,,D2,1,UICN,2,España,122,2024-01-10,2024-06-05,2.0,No vigente,,1053.0
1528,1055,,,2000,19,VU (Vulnerable),,,,D1+2,1,UICN,2,España,121,2024-01-10,,1.0,Vigente,,1055.0
1529,1055,,,2006,11,EN (En peligro),,,,"B1ab(i,ii,iv,v)+2ab(i,ii,iv,v)",1,UICN,2,España,123,2024-01-10,,1.0,Vigente,,1055.0
1530,1055,,,2008,11,EN (En peligro),,,,"B1ab(i,ii,iv,v)+2ab(i,ii,iv,v)",1,UICN,2,España,124,,,1.0,Vigente,,1055.0
