taxonid,name,taxonrank,origen,taxonomicgroup,kingdom,phylum,class,order,family,genus,subgenus,specificepithet,infraspecificepithet,nametype
863,Chaenostoma canariensis (Webb & Berthel.) Wettst,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Chaenostoma,,canariensis,,Sinónimo
867,Chaeturus prostratus Hackel & Lange,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Chaeturus,,prostratus,,Sinónimo
840,Chrysanthemum dugourii subsp. erythrocarpon Svent,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Chrysanthemum,,dugourii,dugourii,Sinónimo
1320,Chrysanthemum ptarmicaeflorum (Webb) Brenan,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Chrysanthemum,,ptarmicaeflorum,,Sinónimo
850,Chrysanthemum winteri Svent,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Chrysanthemum,,winteri,,Sinónimo
1067,Cineraria coincyi (Rouy) Willk,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cineraria,,coincyi,,Sinónimo
978,Cirsium casabonae subsp. abylense (Pau & Font Quer) Maire,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,,casabonae,abylense,Sinónimo
3616,Cistus carthaginensis Pau,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Cistus,,carthaginensis,,Sinónimo
26500,Cistus osbeckiifolius Webb & Christ subsp. osbeckiifolius,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Cistus,,osbeckiifolius,osbeckiifolius,Aceptado/válido
3668,Cochlearia officinalis subsp. alpina,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cochlearia,,officinalis,alpina,Sinónimo
3668,Cochlearia officinalis subsp. pyrenaica (DC.) Rouy & Foucaud,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Cochlearia,,officinalis,pyrenaica,Sinónimo
3265,Colymbacosta genesii-lopezii (Fern. Casas & Susanna) Fern. Casas & Susanna,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Colymbacosta,,genesii-lopezii,,Sinónimo
3283,Colymbada lainzii (Fern. Casas) Fern. Casas & Susanna,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Colymbada,,lainzii,,Sinónimo
884,Convolvulus diversifolius Mend.-Heuer,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Convolvulus,,diversifolius,,Sinónimo
884,Convolvulus elongatus Willd,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Convolvulus,,elongatus,,Sinónimo
3710,Convolvulus suffruticosus Desf,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Convolvulus,,suffruticosus,,Sinónimo
3710,Convolvulus valentinus Cav. subsp. valentinus,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Solanales,Convolvulaceae,Convolvulus,,valentinus,valentinus,Sinónimo
1062,Crambe vieraeana Christ,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Crambe,,vieraeana,,Sinónimo
3906,Cymbalaria aequitriloba subsp. fragilis (J.J. Rodr.) D.A. Webb,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Cymbalaria,,aequitriloba,fragilis,Sinónimo
913,Cytisus benehoavensis (Bolle) Svent,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Cytisus,,benehoavensis,,Sinónimo
1043,Cytisus pallidus Poir,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Cytisus,,pallidus,,Sinónimo
8757,Cytisus tribracteolatus Webb,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Cytisus,,tribracteolatus,,Aceptado/válido
8238,Danae gayae Webb,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Danae,,gayae,,Sinónimo
3995,Delphinium elatum subsp. montanum (DC.) P. Fourn. sensu O. Bolòs & Vigo pro parte,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Delphinium,,elatum,montanum,Sinónimo
3995,Delphinium fissum subsp. bolosii (C. Blanché & Molero) O. Bolòs & Vigo,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Delphinium,,fissum,bolosii,Sinónimo
895,Dorycnium torulosum Pers,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dorycnium,,torulosum,,Sinónimo
4146,Draba lebrunii (P. Monts.) M. Laínz,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Draba,,lebrunii,,Sinónimo
256,Echium bourgeanum subsp. trichosiphon Svent,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Echium,,bourgeanum,trichosiphon,Sinónimo
256,Echium coeleste Stapf,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Echium,,coeleste,,Sinónimo
256,Echium perezii Sprague,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Boraginaceae,Echium,,perezii,,Aceptado/válido
1716,Erucaria rupestris (Porta & Rigo ex Rouy) Huter,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Erucaria,,rupestris,,Sinónimo
4404,Eryngium lazae Pau,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium,,lazae,,Sinónimo
265,Erysimum ochroleucum subsp. penyalarense (Pau) Rivas Mart.,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Erysimum,,ochroleucum,penyalarense,Sinónimo
265,Erysimum ochroleucum var. penyalarense Pau,Variety,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Erysimum,,ochroleucum,penyalarense,Sinónimo
265,Erysimum penyalarense (Pau) Polatschek,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Erysimum,,penyalarense,,Aceptado/válido
4476,Euphorbia myrsinites subsp. litardierei Font Quer & Garcías Font,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,,myrsinites,litardierei,Sinónimo
910,"Euphorbia piscatoria Buch, non Ait",Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,,piscatoria,,Sinónimo
4504,Euphorbia squamigera subsp. margalidiana (Kühbier & Lewej.) O. Bolòs & Vigo,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,,squamigera,margalidiana,Sinónimo
910,Euphorbia stygiana Wats.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,,stygiana,,Sinónimo
909,Euphorbia tribulioides Lam,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia,,tribulioides,,Sinónimo
6440,Euphrasia kaliformis Willd,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Euphrasia,,kaliformis,,Sinónimo
281,Festuca gr. ovina L. s.l,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Festuca,,gr.,,Sinónimo
24401,Fritillaria nervosa subsp. falcata (Caball.) Fern.-Arias & Devesa,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Fritillaria,,nervosa,falcata,Sinónimo
4655,Fumana thymifolia var. juniperina (Dunal) Samp,Variety,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Fumana,,thymifolia,juniperina,Sinónimo
7847,Fumaria africana Lange,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Fumaria,,africana,,Sinónimo
4746,Galium debeauxii Degen & Hervier,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,,debeauxii,,Sinónimo
4750,Galium decumanum Krendl,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,,decumanum,,Sinónimo
325,Genista dorycnifolia var. grosii (Font Quer) Font Quer,Variety,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Genista,,dorycnifolia,grosii,Sinónimo
9591,Heberdenia bahamensis Sprague,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Heberdenia,,bahamensis,,Sinónimo
952,Heinekenia berthelotii (Masf.) G. Kunkel,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Heinekenia,,berthelotii,,Sinónimo
952,Heinekenia peliorhyncha (Hook. f.) Christ,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Heinekenia,,peliorhyncha,,Sinónimo
4970,Helianthemum caput-felis var. alboranense Raynaud,Variety,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Helianthemum,,caput-felis,alboranense,Sinónimo
4970,Helianthemum caput-felis var. latifolium Sennen,Variety,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Helianthemum,,caput-felis,latifolium,Sinónimo
4655,Helianthemum juniperininum Dunal,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Malvales,Cistaceae,Helianthemum,,juniperininum,,Sinónimo
925,Heywoodiella oligocephala Svent. & Bramwell,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Heywoodiella,,oligocephala,,Sinónimo
5282,"Hippocrepis balearica subsp. grosii (Pau) Mus, Rosselló & N. Torres",Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Hippocrepis,,balearica,grosii,Sinónimo
1716,Hutera rupestris (Porta & Rigo ex Rouy) Porta,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Hutera,,rupestris,,Sinónimo
5130,Hymenophyllum unilaterale auct,Nombre mal aplicado,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Polypodiopsida,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,,unilaterale,,Sinónimo
33074,Hypericum ericoides subsp. roberti (Coss. ex Batt.) Maire & Wilczek,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,,ericoides,roberti,Sinónimo
33074,Hypericum ericoides subsp. robertii var. hispanicum Pau,Variety,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,,ericoides,robertii,Sinónimo
5398,"Juncus cantabricus T.E.Díaz, Fern.-Carv. & Fern.Prieto",Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,,cantabricus,,Sinónimo
7389,Laurocerasus lusitanica (L.) M. Roem,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Laurocerasus,,lusitanica,,Sinónimo
1007,Leucophae candicans f. marmorea (Bolle) Burchard,Form,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Leucophae,,candicans,marmorea,Sinónimo
1004,Leucophae cystosiphon (Svent.) G. Kunkel,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Leucophae,,cystosiphon,,Sinónimo
1006,Leucophae infernalis Christ,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Leucophae,,infernalis,,Sinónimo
1007,Leucophae marmorea (Bolle) Christ,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Leucophae,,marmorea,,Sinónimo
1009,Leucophae massoniana var. pumila Christ,Variety,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Leucophae,,massoniana,pumila,Sinónimo
1008,Leucophae nervosa Christ,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Leucophae,,nervosa,,Sinónimo
1010,Leucophae sventenii G. Kunkel,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Leucophae,,sventenii,,Sinónimo
5824,Limonium almeriense Pount,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,,almeriense,,Sinónimo
5818,Limonium auriculae-ursifolium subsp. antonii-llorensii (L. Llorens) O. Bolòs & Vigo,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,,auriculae-ursifolium,antonii-llorensii,Sinónimo
5861,Limonium auriculae-ursifolium subsp. boirae (L. Llorens & Tébar) O. Bolòs & Vigo,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,,auriculae-ursifolium,boirae,Sinónimo
5768,Limonium binervosum subsp. dodartii (Girard) P. Fourn,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,,binervosum,dodartii,Sinónimo
943,Limonium brassicifoium var. macropterum (Webb & Berthel.) G. Kunkel,Variety,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,,brassicifoium,macropterum,Sinónimo
5868,Limonium calaminare Pignatti,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,,calaminare,,Sinónimo
5847,"Limonium delicatulum subsp. migjornense (L. Llorens) O. Bolòs, Vigo & Massalles",Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,,delicatulum,migjornense,Sinónimo
5831,"Limonium girardianum subsp. grosii (L. Llorens) O. Bolòs, Vigo, Massalles & Ninot",Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,,girardianum,grosii,Sinónimo
943,Limonium macropterum (Webb & Berthel.) Kuntze,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,,macropterum,,Sinónimo
944,Limonium rumicifolium (Svent.) G. Kunkel & Sunding,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Plumbaginaceae,Limonium,,rumicifolium,,Sinónimo
5949,Linaria fragrans Porta,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,,fragrans,,Sinónimo
5979,Linaria maritima Lam. & DC,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,,maritima,,Sinónimo
5944,"Linaria multicaulis Cout., non Miller",Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,,multicaulis,,Sinónimo
5979,Linaria supina var. maritima (Lam. & DC.) Duby,Variety,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,,supina,maritima,Sinónimo
3470,Linaria tenella (Cav.) DC,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,,tenella,,Sinónimo
5965,Linaria thymifolia subsp. aguillonensis García Mart.,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Linaria,,thymifolia,aguillonensis,Sinónimo
959,Lotus campylocladus var. spartioides (Webb) Brand,Variety,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,,campylocladus,spartioides,Sinónimo
951,"Lotus leptophyllus sensu auct., non (Lowe) K. Larsen",Nombre mal aplicado,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,,leptophyllus,,Sinónimo
952,Lotus peliorhynchus Hook. f,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,,peliorhynchus,,Sinónimo
895,Lotus polycephalos Rikli,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,,polycephalos,,Sinónimo
896,Lotus spectabilis Ser.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,,spectabilis,,Aceptado/válido
8310,Lychnis diclinis Lag,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Lychnis,,diclinis,,Sinónimo
863,Lyperia canariensis Webb & Berthel,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Lyperia,,canariensis,,Sinónimo
977,Manglilla canariensis Roem. & Schult,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Manglilla,,canariensis,,Sinónimo
6224,"Marsilea aegiptiaca auct., non Willd.",Nombre mal aplicado,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Polypodiopsida,Salviniales,Marsileaceae,Marsilea,,aegiptiaca,,Sinónimo
6224,Marsilea strigosa var. lusitanica (Coutinho) R. Fernandes,Variety,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Polypodiopsida,Salviniales,Marsileaceae,Marsilea,,strigosa,lusitanica,Sinónimo
6264,Medicago arborea var. citrina Font Quer,Variety,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Medicago,,arborea,citrina,Sinónimo
8310,Melandrium dicline (Lag.) Willk,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Melandrium,,dicline,,Sinónimo
8412,Melandrium glutinosum Rouy,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Melandrium,,glutinosum,,Sinónimo
8412,"Melandrium viscosum Mariz, nom. illeg",Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Melandrium,,viscosum,,Sinónimo
6377,"Moehringia intricata var. tejedensis (Huter, Porta & Rigo ex Willk.) Pau",Variety,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Moehringia,,intricata,tejedensis,Sinónimo
6377,Moehringia tejedensis Willk.,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Moehringia,,tejedensis,,Sinónimo
977,Myrsine canariensis Spreng,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Myrsine,,canariensis,,Sinónimo
33101,"Narcissus enemeritoi (Sánchez-Gómez, Carrillo, Hernández, M. Á. Carrión & Güemes)",Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Narcissus,,enemeritoi,,Sinónimo
33101,Narcissus hispanicus subsp. longispathus auct,Nombre mal aplicado,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Narcissus,,hispanicus,longispathus,Sinónimo
80962,Narcissus hispanicus var. bugei (Fern. Casas) Fern. Casas,Variety,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Narcissus,,hispanicus,bugei,Sinónimo
80962,Narcissus longispathus var. bugei Fern. Casas,Variety,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Narcissus,,longispathus,bugei,Sinónimo
33101,Narcissus major var. longispathus Deg. & Herv,Variety,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Narcissus,,major,longispathus,Sinónimo
33101,Narcissus pseudonarcissus subsp. longispathus (Pugsley) A. Fernandes,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Narcissus,,pseudonarcissus,longispathus,Sinónimo
7816,Nasturtium valdes-bermejoi Castrov,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Nasturtium,,valdes-bermejoi,,Sinónimo
853,Nauplius schultzii (Bolle) Wiklund,Species,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Nauplius,,schultzii,,Sinónimo
6550,Nepeta hispanica Boiss. & Reut. subsp. hispanica,Subspecies,Especie nativa,Plantas vasculares,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Nepeta,,hispanica,hispanica,Sinónimo
