,other_species_id,other_species_group,other_species_code,other_species_name,other_species_sensitive,other_species_np,other_species_size_min,other_species_size_max,other_species_unit,other_species_category,other_species_motivation,site_code,year,id_reporte,other_species_type,other_species_id_type,other_species_id_unit
2071,11086,B,A349,Corvus corone (sensu lato [including cornix]),,,3.0,3.0,grids1x1,,D,ES0000022,2023,135,np,203,22.0
2072,11093,I,,"Pyrenaearia cotiellae (Fagot, 1906)",,,-1.0,,i,,"B,D",ES0000149,2023,135,np,203,36.0
2073,11100,M,1344,Hystrix cristata,,,,,,R,B,ES6310001,2023,135,np,203,
2074,11108,A,1198,Pelobates cultripes,,1.0,,,,P,"A,D,IV",ES2110018,2023,135,np,203,
2075,11109,M,,"Oryctolagus cuniculus (Linnaeus, 1758)",,,,,,C,D,ES6310001,2023,135,np,203,
2076,11115,I,1041,Oxygastra curtisii,,,1.0,1.0,grids1x1,,,ES0000176,2023,135,p,201,22.0
2077,11121,I,,"Anodonta cygnea (Linnaeus, 1758)",,,,,,P,A,ES0000014,2023,135,np,203,
2078,11124,I,,"Pyrenaearia daanidentata Raven, 1988",,,,,,V,"A,B",ES0000003,2023,135,np,203,
2079,11128,A,1209,Rana dalmatina,,,283.0,283.0,i,C,"C,D,IV",ES2110014,2023,135,np,203,36.0
2080,11129,M,,"Dama dama (Linnaeus, 1758)",,,,,,C,D,ES1200043,2023,135,np,203,
2081,11130,I,,"Furcopenis darioi Castillejo & Wiktor, 1983",,,,,,R,"A,B",ES0000210,2023,135,np,203,
2082,11131,M,1314,Myotis daubentonii,,,1.0,1.0,i,V,"C,D,IV",ES2110014,2023,135,np,203,36.0
2083,11132,B,,"Cecropis daurica (Laxmann, 1769)",,,,,,,D,ES0000234,2023,135,np,203,
2084,11132,B,A479,Cecropis daurica,,1.0,1.0,5.0,p,,D,ES0000282,2023,135,np,203,34.0
2085,11132,B,A479,Cecropis daurica,,,1.0,10.0,p,,,ES0000327,2023,135,r,62,34.0
2086,11132,B,A479,Cecropis daurica,,,,,,C,,ES4310042,2023,135,c,202,
2087,11135,B,A209,Streptopelia decaocto,,,,,,C,C,ES0000145,2023,135,np,203,
2088,11138,I,,"Gyrinus dejeani Brullé, 1832",,,,,,P,B,ES6320001,2023,135,np,203,
2089,11139,I,,"Hyphoraia dejeani (Godart, 1822)",,,,,,P,B,ES4230014,2023,135,np,203,
2090,11158,A,6906,Alytes dickhilleni,,,1.0,2.0,p,P,"A,B,D",ES6110003,2023,135,np,203,34.0
2091,11176,B,A620,Passer domesticus (sensu stricto [excluding italiae]),,,101.0,250.0,i,,D,ES0000197,2023,135,np,203,36.0
2092,11183,F,,Pseudochondrostoma duriense,,,,,,P,,ES1130009,2023,135,p,201,
2093,11183,F,5296,Pseudochondrostoma duriense,,,,,,P,,ES0000085,2023,135,c,202,
2094,11183,F,5296,Pseudochondrostoma duriense,,,,,,P,,ES0000375,2023,135,p,201,
2095,11185,I,,"Formica dusmeti Emery, 1909",,,,,,R,"A,B",ES4160109,2023,135,np,203,
2096,11186,I,,"Mallota dusmeti Andréu, 1926",,,,,,R,A,ES4150100,2023,135,np,203,
2097,11187,I,,"Acilius duvergeri Gobert, 1874",,,,,,V,A,ES4190105,2023,135,np,203,
2098,11195,M,,"Cervus elaphus Linnaeus, 1758",,,500.0,1000.0,i,,D,ES0000315,2023,135,np,203,36.0
2099,11205,I,,"Canariola emarginata Newman, 1964",,,,,,P,"B,D",ES0000035,2023,135,np,203,
2100,11206,M,,Myotis emarginatus,,1.0,,,,,,ES0000164,2023,135,p,201,
2101,11206,M,,Myotis emarginatus,,,5.0,5.0,i,,,ES4320039,2023,135,w,63,36.0
2102,11206,M,,Myotis emarginatus,,,25.0,25.0,i,R,,ES6160007,2023,135,r,62,36.0
2103,11206,M,1321,Myotis emarginatus,,,10.0,10.0,i,,,ES0000469,2023,135,r,62,36.0
2104,11206,M,1321,Myotis emarginatus,,,,,,P,,ES0000038,2023,135,p,201,
2105,11206,M,1321,Myotis emarginatus,,,,,,V,,ES0000370,2023,135,w,63,
2106,11210,I,,"Erebia epistygne (Hübner, 1819)",,,,,,P,D,ES4230013,2023,135,np,203,
2107,11211,B,A232,Upupa epops,,,,,,P,,ES0000310,2023,135,p,201,
2108,11213,I,,Osmoderma eremita,,,1.0,1.0,grids10x10,P,,ES5130004,2023,135,p,201,47.0
2109,11214,M,,"Mustela erminea Linnaeus, 1758",,,,,,P,A,ES0000085,2023,135,np,203,
2110,11220,R,,"Acanthodactylus erythrurus (Schinz, 1833)",,,,,,C,"C,D",ES0000090,2023,135,np,203,
2111,11223,M,,"Suncus etruscus (Savi, 1822)",,,,,,C,"C,D",ES0000090,2023,135,np,203,
2112,11226,B,A332,Sitta europaea,,,,,,C,"C,D",ES0000168,2023,135,np,203,
2113,11227,M,,"Erinaceus europaeus Linnaeus, 1758",,,,,,C,D,ES0000013,2023,135,np,203,
2114,11230,M,,Rhinolophus euryale,,1.0,,,,,,ES0000022,2023,135,p,201,
2115,11230,M,,Rhinolophus euryale,,,2.0,2.0,i,P,,ES0000031,2023,135,r,62,36.0
2116,11230,M,,Rhinolophus euryale,,,8.0,8.0,i,,,ES4310009,2023,135,c,202,36.0
2117,11230,M,,Rhinolophus euryale,,,40.0,50.0,i,,,ES4320039,2023,135,w,63,36.0
2118,11230,M,1305,Rhinolophus euryale,,,1.0,,grids10x10,,,ES0000368,2023,135,p,201,47.0
2119,11230,M,1305,Rhinolophus euryale,,,1.0,,grids10x10,,,ES0000368,2023,135,w,63,47.0
2120,11230,M,1305,Rhinolophus euryale,,,150.0,150.0,i,,,ES0000469,2023,135,r,62,36.0
2121,11230,M,1305,Rhinolophus euryale,,,,,,R,,ES0000434,2023,135,c,202,
2122,11249,F,,Alosa fallax,,,4.0,4.0,grids10x10,P,,ES0000020,2023,135,p,201,47.0
2123,11249,F,1103,Alosa fallax,,1.0,,,,P,,ES0000393,2023,135,p,201,
2124,11249,F,1103,Alosa fallax,,,,,,P,,ES0000085,2023,135,c,202,
2125,11250,B,A334,Certhia familiaris,,,,,,P,"C,D",ES0000016,2023,135,np,203,
2126,11256,I,,"Omocestus femoralis Bolivar, 1908",,,,,,P,B,ES0000173,2023,135,np,203,
2127,11264,M,,Rhinolophus ferrumequinum,,,1.0,1.0,grids10x10,P,,ES5110004,2023,135,p,201,47.0
2128,11264,M,,Rhinolophus ferrumequinum,,,1.0,5.0,i,,,ES4240015,2023,135,w,63,36.0
2129,11264,M,,Rhinolophus ferrumequinum,,,2.0,,i,P,,ES6140002,2023,135,c,202,36.0
2130,11264,M,,Rhinolophus ferrumequinum,,,3.0,,i,P,,ES6140002,2023,135,r,62,36.0
2131,11264,M,,Rhinolophus ferrumequinum,,,,,,V,,ES5310024,2023,135,pd,204,
2132,11264,M,1304,Rhinolophus ferrumequinum,,,1.0,,grids10x10,,,ES0000368,2023,135,p,201,47.0
2133,11264,M,1304,Rhinolophus ferrumequinum,,,5.0,5.0,i,,,ES0000454,2023,135,c,202,36.0
2134,11264,M,1304,Rhinolophus ferrumequinum,,,30.0,30.0,i,,,ES0000468,2023,135,r,62,36.0
2135,11264,M,1304,Rhinolophus ferrumequinum,,,450.0,450.0,i,,,ES0000370,2023,135,w,63,36.0
2136,11266,I,,"Spathogyna fezi (Altimira, 1960)",,,,,,V,"A,B,D",ES4230013,2023,135,np,203,
2137,11275,I,,"Sympetrum flaveolum (Linnaeus, 1758)",,,,,,C,A,ES0000210,2023,135,np,203,
2138,11287,F,,"Salaria fluviatilis (Asso, 1801)",,,1.0,1.0,colonies,P,"A,D",ES6130012,2023,135,np,203,2.0
2139,11289,M,,"Martes foina (Erxleben, 1777)",,,,,,C,"C,D",ES0000090,2023,135,np,203,
2140,11301,R,,"Anguis fragilis Linnaeus, 1758",,,,,,P,A,ES0000001,2023,135,np,203,
2141,11307,B,A348,Corvus frugilegus,,1.0,,,,,,ES0000208,2023,135,w,63,
2142,11307,B,A348,Corvus frugilegus,,,,,,P,"A,C",ES4250013,2023,135,np,203,
2143,11327,B,A268,Cercotrichas galactotes,,,1.0,1.0,p,,D,ES0000460,2023,135,np,203,34.0
2144,11332,A,,Discoglossus galganoi,1.0,1.0,,,,,,ES2110019,2023,135,p,201,
2145,11332,A,1194,Discoglossus galganoi,,,1.0,1.0,grids1x1,,,ES0000370,2023,135,p,201,22.0
2146,11333,I,,Carabus galicianus Gory 1839,,,,,,R,"A,B",ES0000210,2023,135,np,203,
2147,11334,I,,"Furcopenis gallaeciensis Castillejo & Wiktor, 1983",,,,,,R,"A,B",ES0000210,2023,135,np,203,
2148,11337,B,A153,Gallinago gallinago,,,,,,R,,ES0000097,2023,135,c,202,
2149,11337,B,A153,Gallinago gallinago,,,,,,R,,ES0000097,2023,135,w,63,
2150,11350,M,1360,Genetta genetta,,,1.0,1.0,grids10x10,P,V,ES5130001,2023,135,np,203,47.0
2151,11355,I,,"Bombus gerstaeckeri Morawitz,1881",,,,,,V,A,ES4130003,2023,135,np,203,
2152,11359,I,,"Carabus ghilianii La Ferté-Sénectére, 1874",,,,,,C,"A,B",ES4160109,2023,135,np,203,
2153,11362,R,,"Coronella girondica (Daudin, 1803)",,,,,,C,"C,D",ES0000090,2023,135,np,203,
2154,11364,B,,Bucanetes githagineus subsp. amantum,,,,,,P,D,ES0000047,2023,135,np,203,
2155,11366,I,,"Ochthebius glaber Montes & Soler, 1988",,,,,,V,"A,B",ES4230013,2023,135,np,203,
2156,11368,B,A342,Garrulus glandarius,,,7.0,7.0,grids1x1,,D,ES0000022,2023,135,np,203,22.0
2157,11369,B,A211,Clamator glandarius,,,1.0,5.0,i,,D,ES0000369,2023,135,np,203,36.0
2158,11369,B,A211,Clamator glandarius,,,,,,R,,ES0000010,2023,135,r,62,
2159,11372,M,,"Glis glis Linnaeus, 1766",,,,,,P,A,ES1110003,2023,135,np,203,
2160,11378,I,,Polyommatus golgus,,,,,,P,"A,C,D",ES0000035,2023,135,np,203,
2161,11378,I,,Polyommatus golgus,,,,,,P,,ES6140004,2023,135,p,201,
2162,11384,B,A345,Pyrrhocorax graculus,,,1.0,2.0,p,,D,ES5130010,2023,135,np,203,34.0
2163,11385,R,,Testudo graeca,,,,,,P,,ES0000024,2023,135,p,201,
2164,11385,R,1219,Testudo graeca,,,,,,P,,ES0000261,2023,135,p,201,
2165,11386,I,,"Allognathus graellsianus (Pfeiffer, 1853)",,,,,,,B,ES0000073,2023,135,np,203,
2166,11388,F,5283,Luciobarbus graellsii,,,5.0,5.0,grids10x10,P,V,ES0000020,2023,135,np,203,47.0
2167,11389,M,,"Sorex granarius Miller, 1910",,,,,,P,A,ES1140001,2023,135,np,203,
2168,11398,I,,Gomphus graslinii,,,1.0,1.0,grids10x10,P,,ES5140011,2023,135,p,201,47.0
2169,11398,I,1046,Gomphus graslinii,,,,,,P,,ES0000368,2023,135,p,201,
2170,11408,F,5284,Luciobarbus guiraonis,,,,,,C,"A,B,V",ES4230013,2023,135,np,203,
2171,11415,F,5262,Barbus haasi,,,1.0,1.0,grids10x10,P,V,ES5110020,2023,135,np,203,47.0
2172,11418,I,,"Calopteryx haemorrhoidalis (Vander Linden, 1825)",,,,,,P,A,ES0000014,2023,135,np,203,
2173,11434,R,,Testudo hermanni,,1.0,,,,,,ES5140009,2023,135,p,201,
2174,11434,R,,Testudo hermanni,,,501.0,1000.0,p,,,ES0000234,2023,135,r,62,34.0
2175,11434,R,1217,Testudo hermanni,,,,,,C,,ES0000081,2023,135,p,201,
2176,11448,R,5668,Hemorrhois hippocrepis,,,2.0,19.0,grids1x1,P,IV,ES5120017,2023,135,np,203,22.0
2177,11451,M,,Rhinolophus hipposideros,,,1.0,1.0,grids10x10,P,,ES5110012,2023,135,p,201,47.0
2178,11451,M,,Rhinolophus hipposideros,,,1.0,5.0,i,,,ES0000090,2023,135,w,63,36.0
2179,11451,M,,Rhinolophus hipposideros,,,1.0,,i,P,,ES0000031,2023,135,r,62,36.0
2180,11451,M,,Rhinolophus hipposideros,,,1.0,,i,P,,ES6140002,2023,135,c,202,36.0
2181,11451,M,,Rhinolophus hipposideros,,,,,,V,,ES5310024,2023,135,pd,204,
2182,11451,M,1303,Rhinolophus hipposideros,,,2.0,2.0,i,,,ES0000144,2023,135,p,201,36.0
2183,11451,M,1303,Rhinolophus hipposideros,,,10.0,10.0,i,,,ES0000454,2023,135,c,202,36.0
2184,11451,M,1303,Rhinolophus hipposideros,,,20.0,20.0,i,,,ES0000468,2023,135,r,62,36.0
2185,11451,M,1303,Rhinolophus hipposideros,,,,,,R,,ES0000014,2023,135,w,63,
2186,11454,F,,Anaecypris hispanica,,,1.0,1.0,grids1x1,,,ES4310004,2023,135,p,201,22.0
2187,11454,F,,Anaecypris hispanica,,,,,,P,,ES0000051,2023,135,c,202,
2188,11454,F,1133,Anaecypris hispanica,,,24.0,24.0,grids1x1,,,ES0000325,2023,135,p,201,22.0
2189,11455,F,,Valencia hispanica,,,2.0,2.0,grids1x1,R,,ES0000020,2023,135,p,201,22.0
2190,11455,F,1153,Valencia hispanica,,,,,,R,,ES0000467,2023,135,p,201,
2191,11456,R,,"Podarcis hispanica (Steindachner, 1870)",,,,,,C,B,ES0000197,2023,135,np,203,
2192,11461,R,,"Psammodromus hispanicus Fitzinger, 1826",,,,,,C,"B,C,D",ES4240018,2023,135,np,203,
2193,11463,I,,"Arion hispanicus Simroth, 1886",,,,,,P,"A,B",ES4250001,2023,135,np,203,
2194,11470,B,A355,Passer hispaniolensis,,,,,,C,D,ES0000168,2023,135,np,203,
2195,11471,F,,Cottus hispaniolensis,,,1.0,2.0,grids1x1,P,,ES0000022,2023,135,p,201,22.0
2196,11474,B,A570,Sylvia hortensis (sensu stricto [excluding crassirostris]),,,101.0,250.0,i,,,ES0000069,2023,135,r,62,36.0
2197,11474,B,A570,Sylvia hortensis (sensu stricto [excluding crassirostris]),,,,,,C,"C,D",ES0000090,2023,135,np,203,
2198,11483,B,A322,Ficedula hypoleuca,,,,,,C,C,ES0000037,2023,135,np,203,
2199,11483,B,A322,Ficedula hypoleuca,,,,,,C,,ES0000004,2023,135,c,202,
2200,11483,B,A322,Ficedula hypoleuca,,,,,,C,,ES0000010,2023,135,r,62,
2201,11485,A,1216,Rana iberica,,,1.0,5.0,grids10x10,,D,ES0000056,2023,135,np,203,47.0
2202,11486,I,,"Anthypna iberica Drioli, 1980",,,,,,V,"A,B",ES4150107,2023,135,np,203,
2203,11489,B,A618,Phylloscopus ibericus,,,11.0,50.0,i,,D,ES0000370,2023,135,np,203,36.0
2204,11489,B,A618,Phylloscopus ibericus,,,,,,C,,ES0000003,2023,135,r,62,
2205,11489,B,A618,Phylloscopus ibericus,,,,,,R,,ES0000004,2023,135,c,202,
2206,11490,A,,"Pelodytes ibericus Sánchez-Herráiz, Barbadillo, Machordom & Sanchiz, 2000",,,,,,P,A,ES4310004,2023,135,np,203,
2207,11495,F,,Aphanius iberus,,,1.0,1.0,colonies,P,,ES0000048,2023,135,p,201,2.0
2208,11495,F,,Aphanius iberus,,,1.0,1.0,colonies,P,,ES0000048,2023,135,r,62,2.0
2209,11495,F,1151,Aphanius iberus,,,2.0,3.0,length,,,ES0000195,2023,135,p,201,45.0
2210,11497,M,1359,Herpestes ichneumon,,,,,,C,"A,V",ES6120006,2023,135,np,203,
2211,11499,B,A318,Regulus ignicapilla,,,101.0,250.0,i,,D,ES0000356,2023,135,np,203,36.0
2212,11499,B,A318,Regulus ignicapilla,,,,,,C,,ES0000003,2023,135,p,201,
2213,11499,B,A318,Regulus ignicapilla,,,,,,C,,ES0000202,2023,135,w,63,
2214,11499,B,A318,Regulus ignicapilla,,,,,,R,,ES0000004,2023,135,c,202,
2215,11500,I,,"Zygaena ignifera Korb, 1897",,,,,,P,"A,B,D",ES4210008,2023,135,np,203,
2216,11511,I,,"Hygrotus inaequalis (Fabricius, 1777)",,,,,,P,D,ES0000034,2023,135,np,203,
2217,11514,I,,"Bombus inexspectatus (Tkalcu,1963)",,,,,,V,A,ES0000210,2023,135,np,203,
2218,11524,I,,"Ochthebius irenae Ribera & Millán, 1998",,,,,,P,B,ES4210017,2023,135,np,203,
2219,11542,I,,"Aeshna juncea (Linnaeus, 1758)",,,,,,P,A,ES4320038,2023,135,np,203,
2220,11543,B,A289,Cisticola juncidis,,,50.0,75.0,p,,C,ES0000226,2023,135,np,203,34.0
2221,11550,M,2016,Pipistrellus kuhlii,,,1.0,1.0,grids1x1,P,IV,ES5130018,2023,135,np,203,22.0
2222,11563,F,,"Squalius laietanus Doadrio, Kottelat & Sostoa, 2007",,,,,,C,A,ES0000298,2023,135,np,203,
2223,11566,M,1328,Nyctalus lasiopterus,,,-1.0,,i,,"A,C",ES0000149,2023,135,np,203,36.0
2224,11567,R,,"Vipera latastei Boscá, 1878",,,,,,C,C,ES4230013,2023,135,np,203,
2225,11569,I,,"Artimelia latreillei (Godart, [1823] 1822)",,,,,,R,"A,B",ES0000003,2023,135,np,203,
2226,11573,M,1331,Nyctalus leisleri,,,1.0,6.0,grids1x1,P,IV,ES0000018,2023,135,np,203,22.0
2227,11576,F,,Iberochondrostoma lemmingii,,,10.0,113.0,grids1x1,R,,ES4250005,2023,135,p,201,22.0
2228,11576,F,5926,Iberochondrostoma lemmingii,,1.0,,,,P,,ES0000324,2023,135,p,201,
2229,11582,R,,"Timon lepidus (Daudin, 1802)",,,,,,C,"C,D",ES0000090,2023,135,np,203,
2230,11585,R,,Mauremys leprosa,,1.0,,,,,,ES4230014,2023,135,p,201,
2231,11585,R,,Mauremys leprosa,,,,,,P,,ES0000033,2023,135,c,202,
2232,11585,R,1221,Mauremys leprosa,1.0,,,1.0,i,R,,ES0000144,2023,135,p,201,36.0
2233,11596,R,,Podarcis lilfordi,,,57582.0,57582.0,i,,,ES0000236,2023,135,p,201,36.0
2234,11596,R,1265,Podarcis lilfordi,,,101.0,250.0,i,,,ES0000073,2023,135,p,201,36.0
2235,11604,R,,"Podarcis liolepis (Boulenger, 1905)",,,,,,C,"B,C,D",ES4230013,2023,135,np,203,
2236,11606,I,,"Potomida littoralis (Cuvier, 1798)",,,,,,P,A,ES6130012,2023,135,np,203,
2237,11608,B,A206,Columba livia,,,,,,C,A,ES0000145,2023,135,np,203,
2238,11616,R,6091,Zamenis longissimus,,,,,,P,"C,D,IV",ES0000144,2023,135,np,203,
2239,11618,F,,"Gobio lozanoi Doadrio & Madeira, 2004",,,,,,C,D,ES2200014,2023,135,np,203,
2240,11627,M,,Canis lupus,1.0,,,,,P,,ES0000165,2023,135,p,201,
2241,11627,M,,Canis lupus,,1.0,,,,,,ES0000050,2023,135,c,202,
2242,11627,M,,Canis lupus,,,1.0,3.0,colonies,P,"D,V",ES0000067,2023,135,np,203,2.0
2243,11627,M,1352,Canis lupus,,1.0,,,,,,ES0000071,2023,135,p,201,
2244,11627,M,1352,Canis lupus,,,10.0,20.0,i,,D,ES0000315,2023,135,np,203,36.0
2245,11632,A,,Chioglossa lusitanica,,,,,,C,,ES0000054,2023,135,p,201,
2246,11632,A,1172,Chioglossa lusitanica,,,,,,C,,ES0000055,2023,135,p,201,
2247,11637,M,,Lutra lutra,,,1.0,2.0,grids1x1,P,,ES5140017,2023,135,p,201,22.0
2248,11637,M,1355,Lutra lutra,,,1.0,1.0,grids1x1,,,ES0000328,2023,135,p,201,22.0
2249,11637,M,1355,Lutra lutra,,,1.0,2.0,grids10x10,,,ES0000417,2023,135,r,62,47.0
2250,11637,M,1355,Lutra lutra,,,,,,P,,ES0000276,2023,135,c,202,
2251,11638,M,,Mustela lutreola,,,2.0,6.0,grids1x1,R,,ES0000067,2023,135,p,201,22.0
2252,11638,M,1356,Mustela lutreola,,,,,,P,,ES0000144,2023,135,p,201,
2253,11641,M,5012,Plecotus macrobullaris,,,1.0,1.0,grids10x10,P,"D,IV",ES0000018,2023,135,np,203,47.0
2254,11644,I,,Geomalacus maculosus,,,,,,C,,ES1200002,2023,135,p,201,
2255,11644,I,1024,Geomalacus maculosus,,,,,,C,,ES0000374,2023,135,p,201,
2256,11647,I,,"Hydraena madronensis Castro, García & Ferreras, 2000",,,,,,P,B,ES0000090,2023,135,np,203,
2257,11648,I,,"Chondrina maginensis Arrébola & Gómez, 1998",,,,,,P,B,ES6160007,2023,135,np,203,
2258,11649,B,A237,Dendrocopos major,,,,,,C,"C,D",ES0000090,2023,135,np,203,
2259,11649,B,A237,Dendrocopos major,,,,,,R,A,ES0000355,2023,135,r,62,
2260,11650,B,A330,Parus major,,,,,,C,"A,C",ES0000257,2023,135,np,203,
2261,11650,B,A330,Parus major,,,,,,C,,ES0000003,2023,135,p,201,
2262,11656,F,,"Squalius malacitanus Doadrio & Carmona, 2006",,,,,,P,B,ES6170010,2023,135,np,203,
2263,11658,I,,"Unio mancus Lamarck, 1819",,,2.0,2.0,grids1x1,,D,ES5222005,2023,135,np,203,22.0
2264,11660,R,1264,Algyroides marchi,,,,,,P,"A,B,C,D,IV",ES0000035,2023,135,np,203,
2265,11667,R,,"Blanus mariae Albert & Fernández, 2009",,,,,,P,A,ES4310004,2023,135,np,203,
2266,11673,F,,Petromyzon marinus,,1.0,,,,,,ES0000020,2023,135,p,201,
2267,11673,F,,Petromyzon marinus,,,,,,C,,ES1200016,2023,135,c,202,
2268,11673,F,,Petromyzon marinus,,,,,,R,,ES0000317,2023,135,r,62,
2269,11673,F,1095,Petromyzon marinus,,,6.0,6.0,length,P,,ES0000243,2023,135,c,202,45.0
2270,11677,A,1174,Triturus marmoratus,,,1.0,1.0,grids1x1,P,IV,ES5120016,2023,135,np,203,22.0
2271,11679,M,1357,Martes martes,,,1.0,1.0,grids10x10,P,V,ES5110009,2023,135,np,203,47.0
2272,11681,I,,"Ceratophyus martinezi Laufer, 1909",,,,,,C,"A,B",ES0000116,2023,135,np,203,
2273,11682,R,6933,Iberolacerta martinezricai,,,1.0,9.0,grids1x1,,,ES0000355,2023,135,p,201,22.0
2274,11685,I,,"Montserratina martorelli (Bourguignat, 1870)",,,,,,P,B,ES5110024,2023,135,np,203,
2275,11688,R,,"Natrix maura (Linnaeus, 1758)",,,,,,C,B,ES6310001,2023,135,np,203,
2276,11692,R,,"Tarentola mauritanica (Linnaeus, 1758)",,,,,,C,"C,D",ES0000090,2023,135,np,203,
2277,11695,R,,"Chalcides mauritanicus (Duméril & Bibron, 1839)",,,,,,V,A,ES6320002,2023,135,np,203,
2278,11696,R,,"Macroprotodon mauritanicus Guichenot, 1850",,,,,,,D,ES0000232,2023,135,np,203,
2279,11701,B,A271,Luscinia megarhynchos,,,6.0,10.0,p,,D,ES0000324,2023,135,np,203,34.0
2280,11701,B,A271,Luscinia megarhynchos,,,,,,C,,ES0000003,2023,135,r,62,
2281,11702,M,,Rhinolophus mehelyi,,1.0,,,,,,ES0000164,2023,135,p,201,
2282,11702,M,,Rhinolophus mehelyi,,,1.0,85.0,i,,,ES4310009,2023,135,w,63,36.0
2283,11702,M,,Rhinolophus mehelyi,,,1.0,,i,P,,ES6130002,2023,135,r,62,36.0
2284,11702,M,1302,Rhinolophus mehelyi,,,100.0,,i,,,ES0000257,2023,135,p,201,36.0
2285,11702,M,1302,Rhinolophus mehelyi,,,,,,P,,ES0000368,2023,135,r,62,
2286,11702,M,1302,Rhinolophus mehelyi,,,,,,P,,ES0000368,2023,135,w,63,
2287,11702,M,1302,Rhinolophus mehelyi,,,,,,V,,ES0000434,2023,135,c,202,
2288,11703,B,A305,Sylvia melanocephala,,,10.0,10.0,p,C,D,ES0000236,2023,135,np,203,34.0
2289,11709,M,,"Meles meles (Linnaeus, 1758)",,,,,,C,"C,D",ES0000090,2023,135,np,203,
2290,11715,I,,Coenagrion mercuriale,1.0,,2.0,2.0,grids1x1,,,ES2110014,2023,135,p,201,22.0
2291,11715,I,1044,Coenagrion mercuriale,,,1.0,1.0,grids1x1,P,,ES0000144,2023,135,p,201,22.0
2292,11716,I,,"Sympetrum meridionale (Selys, 1841)",,,,,,P,D,ES2110019,2023,135,np,203,
2293,11717,A,1205,Hyla meridionalis,,,1.0,4.0,grids1x1,P,IV,ES5140015,2023,135,np,203,22.0
2294,11718,F,,Barbus meridionalis (sensu stricto),,,1.0,5.0,grids1x1,P,,ES5120014,2023,135,p,201,22.0
2295,11726,B,A283,Turdus merula,,,27.0,27.0,i,P,D,ES0000037,2023,135,np,203,36.0
2296,11726,B,A283,Turdus merula,,,,,,C,,ES0000003,2023,135,p,201,
2297,11730,F,5285,Luciobarbus microcephalus,,,,,,C,A,ES0000393,2023,135,np,203,
2298,11733,F,,Parachondrostoma miegii,,1.0,,,,,,ES4240016,2023,135,p,201,
2299,11733,F,,Parachondrostoma miegii,,,,,,R,,ES0000064,2023,135,r,62,
2300,11733,F,5292,Parachondrostoma miegii,,1.0,,,,,,ES0000144,2023,135,p,201,
2301,11744,I,,"Rossomyrmex minuchae Tinaut, 1981",,,,,,P,B,ES6110008,2023,135,np,203,
2302,11757,I,,"Eupotosia mirifica (Mulsant, 1842)",,,,,,R,A,ES4110115,2023,135,np,203,
2303,11759,I,1056,Parnassius mnemosyne,,,-1.0,,i,,"C,IV",ES0000277,2023,135,np,203,36.0
2304,11760,I,,"Pimelia modesta Herbst, 1799",,,,,,P,A,ES0000175,2023,135,np,203,
2305,11761,B,A266,Prunella modularis,,,51.0,100.0,i,,D,ES0000371,2023,135,np,203,36.0
2306,11761,B,A266,Prunella modularis,,,,,,C,,ES0000003,2023,135,p,201,
2307,11769,B,A347,Corvus monedula,,,,,,C,A,ES6310001,2023,135,np,203,
2308,11772,R,,"Malpolon monspessulanus (Hermann, 1804)",,,,,,C,C,ES6310001,2023,135,np,203,
2309,11774,I,,"Alzoniella montana Rolán, 1993",,,,,,V,"A,B",ES4130003,2023,135,np,203,
2310,11775,B,A356,Passer montanus,,,,,,P,A,ES0000014,2023,135,np,203,
2311,11779,R,,Iberolacerta monticola,,,,,,C,,ES0000003,2023,135,p,201,
2312,11779,R,5371,Iberolacerta monticola,,,,,,C,,ES0000055,2023,135,p,201,
2313,11788,I,,Vertigo moulinsiana,,,1.0,1.0,grids10x10,P,,ES0000019,2023,135,p,201,47.0
2314,11790,A,,Alytes muletensis,,,1001.0,10000.0,i,,,ES5310027,2023,135,p,201,36.0
2315,11790,A,1187,Alytes muletensis,,,1001.0,10000.0,i,,,ES0000073,2023,135,p,201,36.0
2316,11794,R,1256,Podarcis muralis,,,1.0,2.0,grids1x1,P,IV,ES5130023,2023,135,np,203,22.0
2317,11798,M,,"Mus musculus Linnaeus, 1758",,,,,,C,D,ES6310001,2023,135,np,203,
2318,11801,R,,Chelonia mydas,,,5.0,5.0,grids10x10,P,,ES0000020,2023,135,p,201,47.0
2319,11801,R,,Chelonia mydas,,,,,,V,,ES0000024,2023,135,c,202,
2320,11803,M,,Myotis myotis,,1.0,,,,,,ES0000164,2023,135,p,201,
2321,11803,M,,Myotis myotis,,,6.0,6.0,grids1x1,,,ES0000020,2023,135,c,202,22.0
2322,11803,M,,Myotis myotis,,,11.0,,p,P,,ES0000051,2023,135,r,62,34.0
2323,11803,M,,Myotis myotis,,,50.0,50.0,i,,,ES4320039,2023,135,w,63,36.0
2324,11803,M,,Myotis myotis,,,,,,,,ES0000145,2023,135,pd,204,
2325,11803,M,1324,Myotis myotis,,,4.0,4.0,i,,,ES0000014,2023,135,p,201,36.0
2326,11803,M,1324,Myotis myotis,,,45.0,45.0,i,,,ES0000370,2023,135,w,63,36.0
2327,11803,M,1324,Myotis myotis,,,200.0,400.0,i,,,ES0000454,2023,135,r,62,36.0
2328,11803,M,1324,Myotis myotis,,,,,,V,,ES0000434,2023,135,c,202,
2329,11805,M,1330,Myotis mystacinus,,,-1.0,,i,,"A,C",ES0000284,2023,135,np,203,36.0
