,other_species_id,other_species_group,other_species_code,other_species_name,other_species_sensitive,other_species_np,other_species_size_min,other_species_size_max,other_species_unit,other_species_category,other_species_motivation,site_code,year,id_reporte,other_species_type,other_species_id_type,other_species_id_unit
414,3219,P,,Centaurea barrasii Pau,,,1.0,,localities,V,"A,B",ES0000046,2023,135,np,203,35.0
415,3224,P,,Centaurea boissieri DC.,,,,,,P,"B,D",ES6130002,2023,135,np,203,
416,3234,P,,"Centaurea bombycina subsp. xeranthemoides (Willk.) Blanca, Cueto & Quesada",,,,,i,P,"A,B,D",ES6140004,2023,135,np,203,36.0
417,3237,P,,Centaurea carratracensis Lange,,,,,,P,"A,B,D",ES6170009,2023,135,np,203,
418,3243,P,,Centaurea citricolor,,,3210.0,3210.0,i,R,,ES6160005,2023,135,p,201,36.0
419,3244,P,,Centaurea clementei DC.,,,89.0,89.0,i,R,"A,D",ES0000276,2023,135,np,203,36.0
420,3247,P,,Centaurea cordubensis Font Quer,,,350.0,350.0,i,R,D,ES6130007,2023,135,np,203,36.0
421,3261,P,,Centaurea exarata Coss.,,,,,,P,B,ES6150013,2023,135,np,203,
422,3263,P,,Centaurea gadorensis,,,59.0,59.0,i,P,,ES6140004,2023,135,p,201,36.0
423,3267,P,,Centaurea granatensis DC.,,,1.0,1.0,grids1x1,,"B,D",ES0000262,2023,135,np,203,22.0
424,3282,P,,Centaurea lagascana Graells,,,,,,P,D,ES2110018,2023,135,np,203,
425,3299,P,,Centaurea mariana Nyman,,,8.0,28.0,grids1x1,,D,ES6200022,2023,135,np,203,22.0
426,3300,P,,Centaurea maroccana Ball,,,1.0,,localities,R,A,ES0000046,2023,135,np,203,35.0
427,3304,P,,Centaurea monticola DC.,,,,,,P,D,ES6160007,2023,135,np,203,
428,3305,P,,Centaurea nevadensis Boiss. & Reut.,,,15.0,50.0,i,R,"A,D",ES6140003,2023,135,np,203,36.0
429,3317,P,,Centaurea paui Willk.,,,,,,,B,ES0000468,2023,135,np,203,
430,3319,P,,Centaurea pinnata,,,5.0,5.0,grids1x1,,,ES2430101,2023,135,p,201,22.0
431,3326,P,,Centaurea pulvinata,1.0,,30.0,100.0,i,V,,ES6140004,2023,135,p,201,36.0
432,3330,P,,Centaurea rouyi Coincy,,,,,,,B,ES0000213,2023,135,np,203,
433,3331,P,,Centaurea sagredoi Blanca,,,,,i,R,"B,D",ES6110013,2023,135,np,203,36.0
434,3332,P,,Centaurea saxicola Lag.,,,,,,C,A,ES0000269,2023,135,np,203,
435,3343,P,,Centaurea toletana Boiss. & Reut.,,,,,,C,B,ES4320035,2023,135,np,203,
436,3346,P,,Centaurium chloodes (Brot.) Samp.,,,,,,P,B,ES0000087,2023,135,np,203,
437,3362,P,,Centaurium quadrifolium subsp. parviflorum (Willk.) Pedrol,,,1.0,1.0,grids10x10,R,"A,D",ES0000115,2023,135,np,203,47.0
438,3364,P,,Centaurium somedanum,,,1832.0,1832.0,i,R,,ES4130035,2023,135,p,201,36.0
439,3364,P,1658,Centaurium somedanum,,,,,,P,,ES0000315,2023,135,p,201,
440,3369,P,,Centranthus lecoqii Jord.,,,,,,R,D,ES0000173,2023,135,np,203,
441,3370,P,,Centranthus lecoqii Jord. subsp. lecoqii,,,,,,P,D,ES4240007,2023,135,np,203,
442,3372,P,,Centranthus nevadensis Boiss.,,,1.0,,localities,P,"A,D",ES6110008,2023,135,np,203,35.0
443,3374,P,,Centranthus ruber (L.) DC. in Lam. & DC.,,,,,,R,D,ES6310001,2023,135,np,203,
444,3379,P,,Cephalanthera longifolia (L.) Fritsch,,,,,,P,D,ES4310032,2023,135,np,203,
445,3381,P,,Cephalanthera rubra (L.) Rich.,,,,,,P,D,ES0000173,2023,135,np,203,
446,3382,P,,Cephalaria boetica Boiss.,,,,,,P,"A,B,D",ES6170010,2023,135,np,203,
447,3383,P,,Cephalaria leucantha (L.) Roem. & Schult.,,,,,,R,D,ES6310001,2023,135,np,203,
448,3386,P,,Cephalaria squamiflora (Sieber) Greuter,,,,,,,B,ES0000221,2023,135,np,203,
449,3387,P,,Cephalaria squamiflora subsp. balearica (Willk.) Greuter,,,,,,,B,ES0000073,2023,135,np,203,
450,3390,P,,Cerastium alpinum L.,,,,,,P,D,ES2410059,2023,135,np,203,
451,3396,P,,Cerastium cerastoides (L.) Britton,,,1.0,1.0,grids10x10,V,D,ES4130003,2023,135,np,203,47.0
452,3400,P,,Cerastium dubium (Bastard) Guépin,,,1.0,1.0,grids1x1,V,"A,D",ES4180147,2023,135,np,203,22.0
453,3416,P,,Ceratocapnos heterocarpa Durieu,,,,,,P,A,ES4310066,2023,135,np,203,
454,3424,P,,Ceratophyllum demersum L.,,,1800.0,1800.0,area,P,D,ES6150013,2023,135,np,203,9.0
455,3444,P,,Chaenorhinum rupestre (Guss.) Speta,,,2.0,15.0,grids1x1,,D,ES6200023,2023,135,np,203,22.0
456,3447,P,,Chaenorhinum grandiflorum (Coss.) Willk.,,,3.0,,localities,P,"A,B,D",ES6110005,2023,135,np,203,35.0
457,3449,P,,Chaenorhinum grandiflorum subsp. carthaginense (Pau) Benedí,,,2.0,2.0,grids1x1,R,"A,B,D",ES0000257,2023,135,np,203,22.0
458,3470,P,,Chaenorhinum tenellum (Cav.) Lange,,,,,,P,"B,D",ES4210001,2023,135,np,203,
459,3485,P,,Chamaeiris reichenbachiana (Klatt) M.B. Crespo,,,1.0,1.0,grids10x10,R,D,ES0000205,2023,135,np,203,47.0
460,3486,P,,Cheirolophus sempervirens (L.) Pomel,,,6.0,7.0,i,R,D,ES6170007,2023,135,np,203,36.0
461,3487,P,,Cladium mariscus (L.) Pohl,,,1.0,1.0,grids1x1,V,D,ES4120090,2023,135,np,203,22.0
462,3488,P,,Coincya longirostra (Boiss.) Greuter & Burdet,,,45.0,45.0,i,V,D,ES6160006,2023,135,np,203,36.0
463,3495,P,,Colchicum triphyllum Kunze,,,,,,R,D,ES0000173,2023,135,np,203,
464,3496,P,,Colutea arborescens L.,,,,,,P,D,ES4250009,2023,135,np,203,
465,3497,P,,Colutea brevialata Lange,,,,,,P,D,ES4210001,2023,135,np,203,
466,3498,P,,Colutea hispanica Talavera & Arista,,,1.0,2.0,grids10x10,P,"B,D",ES6200026,2023,135,np,203,47.0
467,3505,P,,Cheirolophus uliginosus (Brot.) Dostál,,,75.0,100.0,i,P,"A,D",ES6150004,2023,135,np,203,36.0
468,3511,P,,Chenopodium bonus-henricus L.,,,,,,P,D,ES2410059,2023,135,np,203,
469,3518,P,,Chamaerops humilis L.,,,1.0,1.0,grids1x1,,D,ES0000260,2023,135,np,203,22.0
470,3521,P,,Chamaespartium delphinense (Verl.) Soják,,,1.0,1.0,grids10x10,R,"A,D",ES4170135,2023,135,np,203,47.0
471,3523,P,,Chamaespartium undulatum (Ern) Talavra & L. Sáez,,,,,i,P,"A,B,D",ES6140004,2023,135,np,203,36.0
472,3532,P,,Chamaesyce peplis (L.) Prokh.,,,,,,P,D,ES0000144,2023,135,np,203,
473,3544,P,,Cheirolophus intybaceus (Lam.) Dostál,,,1.0,,localities,P,"A,D",ES6110005,2023,135,np,203,35.0
474,3565,P,,Cicendia filiformis (L.) Delarbre,,,,,,,D,ES5310126,2023,135,np,203,
475,3583,P,,Cirsium gaditanum Talavera & Valdés,,,,,,P,"B,D",ES6130002,2023,135,np,203,
476,3585,P,,Cirsium heterophyllum (L.) Hill,,,,,,P,A,ES2130002,2023,135,np,203,
477,3598,P,,Cirsium rosulatum Talavera & Valdés,,,274.0,309.0,tufts,R,"A,D",ES0000035,2023,135,np,203,41.0
478,3599,P,,Cirsium scabrum (Poir.) Bonnet & Barratte,,,100.0,,i,R,D,ES0000031,2023,135,np,203,36.0
479,3607,P,,Cistanche phelypaea (L.) Cout.,,,,,,P,D,ES0000087,2023,135,np,203,
480,3613,P,,Cistus creticus L.,,,,,,P,D,ES4210001,2023,135,np,203,
481,3614,P,,Cistus crispus L.,,,,,,C,D,ES0000052,2023,135,np,203,
482,3618,P,,Cistus ladanifer L.,,,,,,C,D,ES0000052,2023,135,np,203,
483,3619,P,,Cistus ladanifer L. subsp. ladanifer,,,1.0,19.0,grids1x1,,D,ES6200039,2023,135,np,203,22.0
484,3622,P,,Cistus laurifolius L.,,,,,,P,D,ES2200037,2023,135,np,203,
485,3625,P,,Cistus populifolius L.,,,,,,C,D,ES0000052,2023,135,np,203,
486,3626,P,,Cistus populifolius L. subsp. populifolius,,,,,,V,D,ES0000173,2023,135,np,203,
487,3628,P,,"Cistus psilosepalus auct., non Sweet",,,,,,P,"B,D",ES4250001,2023,135,np,203,
488,3635,P,,Clematis campaniflora Brot.,,,,,,P,D,ES4320039,2023,135,np,203,
489,3636,P,,Clematis cirrhosa L.,,,1.0,1.0,grids1x1,,D,ES6200006,2023,135,np,203,22.0
490,3637,P,,Clematis flammula L.,,,,,,P,D,ES2130010,2023,135,np,203,
491,3650,P,,Clypeola cyclodontea Delile,,,,,,V,A,ES2430041,2023,135,np,203,
492,3651,P,,Clypeola eriocarpa Cav.,,,,,i,P,"A,D",ES0000035,2023,135,np,203,36.0
493,3658,P,,Cneorum tricoccon L.,,,100.0,150.0,i,P,D,ES6140011,2023,135,np,203,36.0
494,3659,P,,Cochlearia aestuaria (J. Lloyd) Heywood,,,,,,P,D,ES2120004,2023,135,np,203,
495,3660,P,,Cochlearia aragonensis H.J. Coste & Soulié,,,,,,P,D,ES2110018,2023,135,np,203,
496,3664,P,,Cochlearia glastifolia L.,,,1.0,1.0,grids10x10,R,"B,D",ES4170055,2023,135,np,203,47.0
497,3666,P,,Cochlearia megalosperma (Maire) Vogt,,,,,i,P,D,ES6140004,2023,135,np,203,36.0
498,3670,P,,Coeloglossum viride (L.) Hartm.,,,,,,P,D,ES2120002,2023,135,np,203,
499,3678,P,,Conopodium pyrenaeum (Loisel.) Miégev.,,,,,,P,B,ES2410003,2023,135,np,203,
500,3690,P,,Convallaria majalis L.,,,1.0,1.0,grids10x10,R,D,ES4110020,2023,135,np,203,47.0
501,3695,P,,Convolvulus boissieri Steud.,1.0,,,,i,V,D,ES6170007,2023,135,np,203,36.0
502,3713,P,,Corema album (L.) D. Don,,,66.0,66.0,i,P,D,ES6150002,2023,135,np,203,36.0
503,3718,P,,Coriaria myrtifolia L.,,,1.0,1.0,grids10x10,P,D,ES0000257,2023,135,np,203,47.0
504,3720,P,,Coris hispanica Lange,,,2.0,,localities,P,"A,D",ES0000046,2023,135,np,203,35.0
505,3728,P,,Cornus sanguinea L.,,,,,,P,D,ES4320039,2023,135,np,203,
506,3729,P,,Cornus sanguinea L. subsp. sanguinea,,,8.0,8.0,i,V,D,ES6110008,2023,135,np,203,36.0
507,3730,P,,Coronilla glauca L.,,,,,,P,D,ES4210016,2023,135,np,203,
