ID_Ruta,Nombre_Ruta,NOM_ETAPA,Nombre_completo,Longitud,TIPOLOGIA,Description,id,nombre_en,CCAA_1,Provincia_1
2026,GR-121. Etapa 01. Hondarribia-Pasai Donibane,,GR-121. Etapa 01. Hondarribia-Pasai Donibane ,"21,62",,,GRXX0121_00E001_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Gipuzkoa, Navarra"
2031,GR-121. Etapa 14. Ugaldetxo-Aritxulegi,,GR-121. Etapa 14. Ugaldetxo-Aritxulegi ,"18,91",,,GRXX0121_00E014_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Gipuzkoa, Navarra"
2033,GR-20. Etapa 01. Lizarrusti-San Miguel de Aralar,,GR-20. Etapa 01. Lizarrusti-San Miguel de Aralar ,"15,45",,,GRXX0020_00E001_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Gipuzkoa, Navarra"
2038,GR-20. Etapa 07. San Martín de Ataún (Elbarrena)-Lizarrusti,,GR-20. Etapa 07. San Martín de Ataún (Elbarrena)-Lizarrusti ,"13,61",,,GRXX0020_00E007_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Gipuzkoa, Navarra"
2041,GR-11. Etapa 01. San Antón-Bera,,GR-11. Etapa 01. San Antón-Bera ,"31,48",,,GRXX0011_00E001_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Gipuzkoa, Navarra"
2047,GR-12. Etapa 08. Puerto Iturzaeta-Belagua,,GR-12. Etapa 08. Puerto Iturzaeta-Belagua ,"16,57",,,GRXX0012_00E008_0,,"Aragón, Comunidad Foral de Navarra","Huesca, Navarra"
2111,GR-283. Etapa 05. Arantzazu-Etxegarate,,GR-283. Etapa 05. Arantzazu-Etxegarate ,"20,14",,,GRXX0283_00E005_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Araba/Álava, Gipuzkoa, Navarra"
2263,GR-1. Etapa 43. Sos del Rey Católico-Límite con Navarra,,GR-1. Etapa 43. Sos del Rey Católico-Límite con Navarra ,"7,89",,,GRXX0001_00E043_0,,"Aragón, Comunidad Foral de Navarra","Navarra, Zaragoza"
2300,GR-12. Etapa 09. Belagua-Belagua,,GR-12. Etapa 09. Belagua-Belagua ,"22,69",,,GRXX0012_00E009_0,,"Aragón, Comunidad Foral de Navarra","Huesca, Navarra"
2302,GR-121. Etapa 12. Amezketa-Berastegi,,GR-121. Etapa 12. Amezketa-Berastegi ,"27,25",,,GRXX0121_00E012_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Gipuzkoa, Navarra"
2305,GR-121. Etapa 13. Berastegui-Ugaldetxo,,GR-121. Etapa 13. Berastegui-Ugaldetxo ,"21,09",,,GRXX0121_00E013_0,,"Comunidad Foral de Navarra, País Vasco/Euskadi","Gipuzkoa, Navarra"
