ID_Ruta,Nombre_Ruta,NOM_ETAPA,Nombre_completo,Longitud,TIPOLOGIA,Description,id,nombre_en,CCAA_1,Provincia_1
2744,PR-CV 326. Camí de la Fogenta,,PR-CV 326. Camí de la Fogenta ,"21,61",,,PRCV0326_00E000_0,,Comunitat Valenciana,Castelló/Castellón
2747,PR-CV 371. Camino de Santiago y El Cid. Villena-Colonia de Santa Eulalia,,PR-CV 371. Camino de Santiago y El Cid. Villena-Colonia de Santa Eulalia ,"11,44",,,PRCV0371_00E000_0,,Comunitat Valenciana,Alacant/Alicante
2780,PR-CV 309. Castellfort-Vilafranca del Cid,,PR-CV 309. Castellfort-Vilafranca del Cid ,"12,76",,,PRCV0309_00E000_0,,Comunitat Valenciana,Castelló/Castellón
2822,PR-CV 364. Sendero de Les Escales,,PR-CV 364. Sendero de Les Escales ,"3,97",,,PRCV0364_00E000_0,,Comunitat Valenciana,"Castelló/Castellón, València/Valencia"
2839,PR-CV 379. Volcán Cerro de Agras,,PR-CV 379. Volcán Cerro de Agras ,"3,86",,,PRCV0379_00E000_0,,Comunitat Valenciana,València/Valencia
2844,PR-CV 147. Fleix-Fleix,,PR-CV 147. Fleix-Fleix ,"13,72",,,PRCV0147_00E000_0,,Comunitat Valenciana,Alacant/Alicante
2845,PR-CV 144. Sax (El Plano)-L´Avaiol,,PR-CV 144. Sax (El Plano)-L´Avaiol ,"12,49",,,PRCV0144_00E000_0,,Comunitat Valenciana,Alacant/Alicante
2846,PR-CV 143. Xorret de Catí-L´Avaiol,,PR-CV 143. Xorret de Catí-L´Avaiol ,"11,74",,,PRCV0143_00E000_0,,Comunitat Valenciana,Alacant/Alicante
2847,PR-CV 141. Xorret de Catí-Casa Tápena,,PR-CV 141. Xorret de Catí-Casa Tápena ,"18,74",,,PRCV0141_00E000_0,,Comunitat Valenciana,Alacant/Alicante
2848,PR-CV 133. Alcoy (Font de Moya)-Ermita de Barxell,,PR-CV 133. Alcoy (Font de Moya)-Ermita de Barxell ,"11,49",,,PRCV0133_00E000_0,,Comunitat Valenciana,"Alacant/Alicante, València/Valencia"
2887,PR-CV 279. Sendero de Els Evangelistes,,PR-CV 279. Sendero de Els Evangelistes ,"13,35",,,PRCV0279_00E000_0,,Comunitat Valenciana,Alacant/Alicante
2890,PR-CV 370. Alfafara-Cava don Miguel per Serrella,,PR-CV 370. Alfafara-Cava don Miguel per Serrella ,"12,52",,,PRCV0370_00E000_0,,Comunitat Valenciana,"Alacant/Alicante, València/Valencia"
2904,PR-CV 269. Sendero del Ventós,,PR-CV 269. Sendero del Ventós ,"12,49",,,PRCV0269_00E000_0,,Comunitat Valenciana,Alacant/Alicante
2905,PR-CV 368. Font de Centella (Orba),,PR-CV 368. Font de Centella (Orba) ,"13,63",,,PRCV0368_00E000_0,,Comunitat Valenciana,Alacant/Alicante
2931,PR-CV 342. Monforte del Cid-Orito-Sierra de El Cid,,PR-CV 342. Monforte del Cid-Orito-Sierra de El Cid ,"33,6",,,PRCV0342_00E000_0,,Comunitat Valenciana,Alacant/Alicante
2964,PR-CV 389. Alfafara-Pantanets-Cava de les Finestres,,PR-CV 389. Alfafara-Pantanets-Cava de les Finestres ,"8,35",,,PRCV0389_00E000_0,,Comunitat Valenciana,"Alacant/Alicante, València/Valencia"
2968,PR-CV 350. Circular del Tossal de l'Om,,PR-CV 350. Circular del Tossal de l'Om ,"9,29",,,PRCV0350_00E000_0,,Comunitat Valenciana,Castelló/Castellón
2977,PR-CV 349. Circular Serra Engarcerán-Serratella,,PR-CV 349. Circular Serra Engarcerán-Serratella ,"18,72",,,PRCV0349_00E000_0,,Comunitat Valenciana,Castelló/Castellón
2979,PR-CV 390. Ruta per les Penyes Albes,,PR-CV 390. Ruta per les Penyes Albes ,"9,35",,,PRCV0390_00E000_0,,Comunitat Valenciana,"Alacant/Alicante, València/Valencia"
2984,PR-CV 304. Pic de la Ratlla,,PR-CV 304. Pic de la Ratlla ,"7,27",,,PRCV0304_00E000_0,,Comunitat Valenciana,València/Valencia
2993,PR-CV 407. Sender de les Ermites,,PR-CV 407. Sender de les Ermites ,"18,27",,,PRCV0407_00E000_0,,Comunitat Valenciana,Castelló/Castellón
2995,PR-CV 428. Betxí-La Mina-Penyes Altes-Solaig-Betxí,,PR-CV 428. Betxí-La Mina-Penyes Altes-Solaig-Betxí ,"14,74",,,PRCV0428_00E000_0,,Comunitat Valenciana,Castelló/Castellón
2997,PR-CV 310. Ruta a Cerro Cadete,,PR-CV 310. Ruta a Cerro Cadete ,"11,99",,,PRCV0310_00E000_0,,Comunitat Valenciana,València/Valencia
2999,PR-CV 366. Sender Serra de la Corsa i Serra de Requena de Barxeta,,PR-CV 366. Sender Serra de la Corsa i Serra de Requena de Barxeta ,"16,9",,,PRCV0366_00E000_0,,Comunitat Valenciana,València/Valencia
3001,PR-CV 386. Camino a la Cueva Negra,,PR-CV 386. Camino a la Cueva Negra ,"12,03",,,PRCV0386_00E000_0,,Comunitat Valenciana,Castelló/Castellón
3008,PR-CV 348. Circular Serra Engarcerán-Ibarsos,,PR-CV 348. Circular Serra Engarcerán-Ibarsos ,"21,12",,,PRCV0348_00E000_0,,Comunitat Valenciana,Castelló/Castellón
3013,PR-CV 393. Ruta de La Peña del Rodeno,,PR-CV 393. Ruta de La Peña del Rodeno ,"11,51",,,PRCV0393_00E000_0,,Comunitat Valenciana,València/Valencia
3014,PR-CV 439. Sendero del Palmeral,,PR-CV 439. Sendero del Palmeral ,"10,13",,,PRCV0439_00E000_0,,Comunitat Valenciana,Alacant/Alicante
3027,PR-CV 411. Passeig per La Serreta y els Marges del riu Magre,,PR-CV 411. Passeig per La Serreta y els Marges del riu Magre ,"8,82",,,PRCV0411_00E000_0,,Comunitat Valenciana,València/Valencia
3033,PR-CV 221. Elda-Elda,,PR-CV 221. Elda-Elda ,"14,37",,,PRCV0221_00E000_0,,Comunitat Valenciana,Alacant/Alicante
3036,PR-CV 218. Petrer-Petrer,,PR-CV 218. Petrer-Petrer ,"14,04",,,PRCV0218_00E000_0,,Comunitat Valenciana,Alacant/Alicante
3037,PR-CV 207. Lorcha/L'Orxa-Lorcha/L'Orxa,,PR-CV 207. Lorcha/L'Orxa-Lorcha/L'Orxa ,"15,12",,,PRCV0207_00E000_0,,Comunitat Valenciana,"Alacant/Alicante, València/Valencia"
3038,PR-CV 198. Sella-Sella,,PR-CV 198. Sella-Sella ,"8,18",,,PRCV0198_00E000_0,,Comunitat Valenciana,Alacant/Alicante
3039,PR-CV 197. Collado de Cabreras (Villena)-La Encina (Villena),,PR-CV 197. Collado de Cabreras (Villena)-La Encina (Villena) ,"47,3",,,PRCV0197_00E000_0,,Comunitat Valenciana,Alacant/Alicante
3040,PR-CV 232. Torremanzanas-Torremanzanas,,PR-CV 232. Torremanzanas-Torremanzanas ,"13,79",,,PRCV0232_00E000_0,,Comunitat Valenciana,Alacant/Alicante
3041,PR-CV 226. Busot-Aigües,,PR-CV 226. Busot-Aigües ,"9,6",,,PRCV0226_00E000_0,,Comunitat Valenciana,Alacant/Alicante
3042,PR-CV 189. Agost-Agost,,PR-CV 189. Agost-Agost ,"4,79",,,PRCV0189_00E000_0,,Comunitat Valenciana,Alacant/Alicante
3043,PR-CV 182. Facheca-Facheca,,PR-CV 182. Facheca-Facheca ,"14,53",,,PRCV0182_00E000_0,,Comunitat Valenciana,Alacant/Alicante
3044,PR-CV 085. Collado Portell de Catí-Collado Portell de Catí,,PR-CV 085. Collado Portell de Catí-Collado Portell de Catí ,"18,73",,,PRCV0085_00E000_0,,Comunitat Valenciana,Alacant/Alicante
3046,PR-CV 061. Santa Pola-Santa Pola,,PR-CV 061. Santa Pola-Santa Pola ,"12,8",,,PRCV0061_00E000_0,,Comunitat Valenciana,Alacant/Alicante
